starname,rp,rp_err1,rp_err2,mp,mp_err1,mp_err2,ror,ror_err1,ror_err2,rs,rs_err1,rs_err2,ms,ms_err1,ms_err2,p,disc_method,temp,mag,ref,instrument,system_disc_method
KOI-1599,1.900,0.300,-0.300,4.60000,0.30000,-0.30000,0.01800,0.00040,-0.00040,0.97,,,1.02,,,20.44150000,Transit,,14.7950000,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,Kepler,Transit
KOI-1599,1.900,0.200,-0.200,9.00000,0.30000,-0.30000,0.01810,0.00030,-0.00030,0.97,,,1.02,,,13.60880000,Transit,,14.7950000,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,Kepler,Transit
KOI-1783,8.860,0.250,-0.240,71.00000,11.20000,-9.20000,0.07102,0.00061,-0.00045,1.14,0.03,-0.03,1.08,0.04,-0.03,134.46280000,Transit,5922.00,13.9780000,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,Kepler,Transit
KOI-1783,5.440,0.520,-0.300,15.00000,4.30000,-3.60000,,,,1.14,0.03,-0.03,1.08,0.04,-0.03,284.21500000,Transit,5922.00,13.9780000,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,Kepler,Transit
KOI-217,12.442,0.224,-0.224,,,,,,,0.86,0.02,,0.95,0.05,,3.90512000,Transit,5545.00,15.2570000,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,Kepler,Transit
KOI-351,1.310,0.170,-0.170,,,,0.01000,0.00050,-0.00050,1.20,0.10,-0.10,1.20,0.10,-0.10,7.00815100,Transit,6080.00,13.8830000,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Kepler,Transit
KOI-351,1.190,0.140,-0.140,,,,0.00910,0.00030,-0.00030,1.20,0.10,-0.10,1.20,0.10,-0.10,8.71937500,Transit,6080.00,13.8830000,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Kepler,Transit
KOI-351,2.870,0.300,-0.300,,,,0.02190,0.00050,-0.00050,1.20,0.10,-0.10,1.20,0.10,-0.10,59.73667000,Transit,6080.00,13.8830000,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Kepler,Transit
KOI-351,2.660,0.290,-0.290,,,,0.02030,0.00050,-0.00050,1.20,0.10,-0.10,1.20,0.10,-0.10,91.93913000,Transit,6080.00,13.8830000,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Kepler,Transit
KOI-351,2.880,0.520,-0.520,,,,0.02200,0.00220,-0.00220,1.20,0.10,-0.10,1.20,0.10,-0.10,124.91440000,Transit,6080.00,13.8830000,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Kepler,Transit
KOI-351,8.100,0.800,-0.800,,,,0.06150,0.00110,-0.00110,1.20,0.10,-0.10,1.20,0.10,-0.10,210.60697000,Transit,6080.00,13.8830000,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Kepler,Transit
KOI-351,11.300,1.000,-1.000,,,,0.08660,0.00070,-0.00070,1.20,0.10,-0.10,1.20,0.10,-0.10,331.60059000,Transit,6080.00,13.8830000,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,Kepler,Transit
KOI-3680,11.097,0.673,-0.785,613.41190,60.38770,-66.74430,0.10646,0.00079,-0.00059,0.96,0.05,-0.06,1.01,0.07,-0.16,141.24167100,Transit,5830.00,14.6160000,<a refstr=H_EACUTE_BRARD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.104H/abstract target=ref>H&eacute;brard et al. 2019</a>,Kepler,Transit
KOI-94,1.710,0.160,-0.160,10.50000,4.60000,-4.60000,0.01031,0.00014,-0.00014,1.52,0.14,-0.14,1.28,0.05,-0.05,3.74320800,Transit,6182.00,12.3140000,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Kepler,Transit
KOI-94,4.320,0.410,-0.410,15.60000,5.70000,-15.60000,0.02599,0.00047,-0.00047,1.52,0.14,-0.14,1.28,0.05,-0.05,10.42364800,Transit,6182.00,12.3140000,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Kepler,Transit
KOI-94,11.270,1.060,-1.060,106.00000,11.00000,-11.00000,0.06802,0.00008,-0.00008,1.52,0.14,-0.14,1.28,0.05,-0.05,22.34298900,Transit,6182.00,12.3140000,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Kepler,Transit
KOI-94,6.560,0.620,-0.620,35.00000,18.00000,-28.00000,0.03960,0.00024,-0.00024,1.52,0.14,-0.14,1.28,0.05,-0.05,54.32031000,Transit,6182.00,12.3140000,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,Kepler,Transit
KPS-1,11.545,1.457,-1.345,346.43470,27.33338,-27.65121,0.11430,0.00370,-0.00340,0.91,0.09,-0.08,0.89,0.09,-0.10,1.70629100,Transit,5165.00,12.9700000,<a refstr=BURDANOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130g4401B/abstract target=ref>Burdanov et al. 2018</a>,Acton Sky Portal Observatory,Transit
Kapteyn,,,,7.00000,1.20000,-1.00000,,,,0.29,0.03,-0.03,0.28,0.01,-0.01,121.54000000,Radial Velocity,3550.00,8.8600000,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,Multiple Observatories,Radial Velocity
Kepler-10,1.481,0.049,-0.029,4.60853,1.27132,-1.46202,0.01247,0.00031,-0.00014,1.066,-0.022,-0.01,0.93,-0.06,-0.02,0.83749100,Transit,5730.1,11.0430000,Berger et al. 2020,Kepler,Transit
Kepler-10,,,,7.37000,1.32000,-1.19000,,,,1.066,-0.022,-0.06,0.93,-0.06,-0.13,45.29460000,Transit,5730.1,11.0430000,Berger et al. 2020,Kepler,Transit
Kepler-100,1.320,0.040,-0.040,7.34000,3.20000,-3.20000,0.00809,,,1.526,-0.028,-0.04,1.14,-0.08,-0.06,6.88705000,Transit,5818.4,11.0550000,Berger et al. 2020,Kepler,Transit
Kepler-100,2.200,0.050,-0.050,7.05000,,,0.01355,,,1.526,-0.028,-0.04,1.14,-0.08,-0.06,12.81590000,Transit,5818.4,11.0550000,Berger et al. 2020,Kepler,Transit
Kepler-100,1.610,0.050,-0.050,3.00000,,,0.00993,,,1.526,-0.028,-0.04,1.14,-0.08,-0.06,35.33310000,Transit,5818.4,11.0550000,Berger et al. 2020,Kepler,Transit
Kepler-1000,5.61,0.24,-0.310,,,,0.02882,0.00135,-0.00121,1.814,-0.044,-0.07,1.431,-0.06,-0.04,120.01812720,Transit,6498.4,13.2300000,Berger et al. 2020,Kepler,Transit
Kepler-1001,3.150,0.340,-0.480,,,,0.03346,0.00040,-0.00452,0.823,-0.025,-0.06,0.865,-0.05,-0.04,14.30511983,Transit,5434.2,15.5820000,Berger et al. 2020,Kepler,Transit
Kepler-1001,1.578,,,,,,,,,0.823,-0.025,,0.865,-0.05,,9.18186000,Transit,5434.2,15.5820000,Berger et al. 2020,Kepler,Transit
Kepler-1002,1.710,0.060,-0.050,,,,0.00958,0.00019,-0.00010,2.172,-0.791,-0.04,1.482,-0.30,-0.05,4.33642933,Transit,6246.0,11.8210000,Berger et al. 2020,Kepler,Transit
Kepler-1003,1.93,0.07,-0.220,,,,0.01432,0.00042,-0.00026,1.249,-0.033,-0.15,1.127,-0.07,-0.08,3.55485691,Transit,6107.2,14.1320000,Berger et al. 2020,Kepler,Transit
Kepler-1004,6.72,0.31,-0.440,,,,0.01712,0.00159,-0.00047,3.613,-0.131,-0.22,1.286,-0.21,-0.12,5.28789787,Transit,4875.0,13.7050000,Berger et al. 2020,Kepler,Transit
Kepler-1005,1.97,0.34,-0.150,,,,0.01271,0.00035,-0.00026,1.164,-0.023,-0.10,1.023,-0.07,-0.04,6.49801525,Transit,5828.1,13.3710000,Berger et al. 2020,Kepler,Transit
Kepler-1006,1.540,0.270,-0.140,,,,0.01914,0.00248,-0.00081,1.267,-0.038,-0.06,1.082,-0.08,-0.06,19.76172042,Transit,5962.1,14.4670000,Berger et al. 2020,Kepler,Transit
Kepler-1007,1.440,0.070,-0.070,,,,0.01921,0.00060,-0.00035,0.74,-0.039,-0.03,0.755,-0.03,-0.04,5.18500207,Transit,4549.4,14.9810000,Berger et al. 2020,Kepler,Transit
Kepler-1008,1.26,0.09,-0.050,,,,0.01499,0.00057,-0.00029,0.754,-0.012,-0.03,0.762,-0.03,-0.03,12.43931193,Transit,4839.9,13.5900000,Berger et al. 2020,Kepler,Transit
Kepler-1009,2.170,0.270,-0.240,,,,0.03514,0.00411,-0.00362,0.686,-0.018,-0.02,0.654,-0.01,-0.03,11.35011917,Transit,4157.1,15.7580000,Berger et al. 2020,Kepler,Transit
Kepler-101,5.770,0.850,-0.790,51.10000,5.10000,-4.70000,0.03401,0.00061,-0.00082,1.703,-0.044,-0.20,1.122,-0.04,-0.05,3.48768120,Transit,5497.7,13.7000000,Berger et al. 2020,Kepler,Transit
Kepler-101,1.250,0.190,-0.170,3.78000,,,0.00732,0.00063,-0.00054,1.703,-0.044,-0.20,1.122,-0.04,-0.05,6.02976000,Transit,5497.7,13.7000000,Berger et al. 2020,Kepler,Transit
Kepler-1010,2.320,0.440,-0.180,,,,0.02612,0.00457,-0.00144,0.795,-0.017,-0.04,0.826,-0.04,-0.04,34.26857050,Transit,5138.3,14.9640000,Berger et al. 2020,Kepler,Transit
Kepler-1011,2.62,0.53,-0.440,,,,0.03008,0.00001,-0.00417,0.776,-0.02,-0.05,0.809,-0.05,-0.04,5.75322197,Transit,5155.7,15.2940000,Berger et al. 2020,Kepler,Transit
Kepler-1012,1.51,0.24,-0.060,,,,0.01312,0.00044,-0.00025,0.896,-0.015,-0.04,0.962,-0.04,-0.04,5.50860439,Transit,5552.3,13.4860000,Berger et al. 2020,Kepler,Transit
Kepler-1013,2.00,0.11,-0.200,,,,0.02622,0.00424,-0.00223,0.747,-0.013,-0.03,0.767,-0.04,-0.04,18.93054959,Transit,4869.4,14.5630000,Berger et al. 2020,Kepler,Transit
Kepler-1014,2.390,0.210,-0.250,,,,0.02563,0.00002,-0.00228,0.791,-0.017,-0.05,0.838,-0.05,-0.05,16.57110363,Transit,5364.1,14.8660000,Berger et al. 2020,Kepler,Transit
Kepler-1015,2.77,0.06,-0.660,,,,0.01768,0.00040,-0.00016,1.421,-0.025,-0.34,1.368,-0.06,-0.15,16.00494214,Transit,6795.2,12.8250000,Berger et al. 2020,Kepler,Transit
Kepler-1016,2.180,0.370,-0.280,,,,0.02035,0.00023,-0.00156,1.136,-0.054,-0.10,1.038,-0.07,-0.07,1.95452434,Transit,5856.8,15.5310000,Berger et al. 2020,Kepler,Transit
Kepler-1016,3.680,0.650,-0.370,,,,0.03367,0.00091,-0.00043,1.136,-0.054,-0.10,1.038,-0.07,-0.07,105.65513690,Transit,5856.8,15.5310000,Berger et al. 2020,Kepler,Transit
Kepler-1017,1.83,0.05,-0.120,,,,0.02125,0.00298,-0.00110,0.873,-0.017,-0.03,0.937,-0.04,-0.04,7.23400469,Transit,5488.6,14.3150000,Berger et al. 2020,Kepler,Transit
Kepler-1018,2.93,0.14,-0.190,,,,0.02703,0.00044,-0.00081,0.991,-0.032,-0.06,0.968,-0.06,-0.06,49.10135140,Transit,5568.2,15.1030000,Berger et al. 2020,Kepler,Transit
Kepler-1019,1.51,0.23,-0.160,,,,0.01996,0.00007,-0.00186,0.653,-0.011,-0.04,0.653,-0.01,-0.05,1.41122985,Transit,4392.7,13.8820000,Berger et al. 2020,Kepler,Transit
Kepler-102,0.470,0.020,-0.020,4.30000,,,0.00580,,,0.741,-0.011,-0.02,0.766,-0.03,-0.06,5.28696000,Transit,4749.8,12.0720000,Berger et al. 2020,Kepler,Transit
Kepler-102,0.580,0.020,-0.020,3.00000,,,0.00723,,,0.741,-0.011,-0.02,0.766,-0.03,-0.06,7.07142000,Transit,4749.8,12.0720000,Berger et al. 2020,Kepler,Transit
Kepler-102,1.180,0.040,-0.040,3.80000,1.80000,-1.80000,0.01468,,,0.741,-0.011,-0.02,0.766,-0.03,-0.06,10.31170000,Transit,4749.8,12.0720000,Berger et al. 2020,Kepler,Transit
Kepler-102,2.220,0.070,-0.070,8.93000,2.00000,-2.00000,0.02764,,,0.741,-0.011,-0.02,0.766,-0.03,-0.06,16.14570000,Transit,4749.8,12.0720000,Berger et al. 2020,Kepler,Transit
Kepler-102,0.880,0.030,-0.030,5.20000,,,0.01096,,,0.741,-0.011,-0.02,0.766,-0.03,-0.06,27.45360000,Transit,4749.8,12.0720000,Berger et al. 2020,Kepler,Transit
Kepler-1020,2.26,0.10,-0.090,,,,0.02625,0.00059,-0.00080,0.755,-0.015,-0.02,0.756,-0.04,-0.03,96.91514960,Transit,5086.3,14.2110000,Berger et al. 2020,Kepler,Transit
Kepler-1021,2.24,0.09,-0.180,,,,0.02535,0.00086,-0.00050,0.839,-0.025,-0.06,0.869,-0.05,-0.05,13.47469571,Transit,5396.7,15.2070000,Berger et al. 2020,Kepler,Transit
Kepler-1022,1.85,0.09,-0.280,,,,0.03160,0.00010,-0.00347,0.633,-0.014,-0.03,0.645,-0.01,-0.04,10.99469878,Transit,4270.7,15.7580000,Berger et al. 2020,Kepler,Transit
Kepler-1023,2.630,0.300,-0.180,,,,0.02744,0.00057,-0.00094,0.924,-0.023,-0.05,0.939,-0.05,-0.04,62.13877140,Transit,5334.7,14.7121000,Berger et al. 2020,Kepler,Transit
Kepler-1024,3.66,0.21,-0.260,,,,0.04570,0.00168,-0.00073,0.808,-0.037,-0.05,0.798,-0.04,-0.05,66.41621330,Transit,5229.6,16.2720000,Berger et al. 2020,Kepler,Transit
Kepler-1025,1.980,0.410,-0.220,,,,0.01619,0.00036,-0.00034,1.305,-0.047,-0.12,0.972,-0.06,-0.07,37.32294930,Transit,5879.5,13.6950000,Berger et al. 2020,Kepler,Transit
Kepler-1026,2.24,0.27,-0.150,,,,0.02730,0.00389,-0.00120,0.686,-0.014,-0.04,0.693,-0.02,-0.04,36.51560530,Transit,4750.9,14.4630000,Berger et al. 2020,Kepler,Transit
Kepler-1027,0.890,0.040,-0.020,,,,0.01015,0.00031,-0.00017,1.142,-0.024,-0.02,0.884,-0.03,-0.02,1.90780520,Transit,5346.3,12.9940000,Berger et al. 2020,Kepler,Transit
Kepler-1028,1.31,0.04,-0.110,,,,0.01431,0.00032,-0.00051,0.87,-0.019,-0.07,0.851,-0.05,-0.06,2.51462432,Transit,5268.6,14.6110000,Berger et al. 2020,Kepler,Transit
Kepler-1029,1.260,0.080,-0.070,,,,0.01520,0.00066,-0.00029,0.77,0.04,-0.04,0.82,0.04,-0.04,4.41769648,Transit,5030.00,14.4340000,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,Transit
Kepler-103,3.370,0.090,-0.090,9.70000,8.60000,-8.60000,0.02150,,,1.438,-0.032,-0.04,1.312,-0.05,-0.07,15.96540000,Transit,6382.1,11.8830000,Berger et al. 2020,Kepler,Transit
Kepler-103,5.140,0.140,-0.140,36.10000,25.20000,-25.20000,0.03277,,,1.438,-0.032,-0.04,1.312,-0.05,-0.07,179.61200000,Transit,6382.1,11.8830000,Berger et al. 2020,Kepler,Transit
Kepler-1030,2.25,0.08,-0.180,,,,0.02964,0.00018,-0.00167,0.76,-0.019,-0.04,0.811,-0.03,-0.04,19.32952416,Transit,4866.0,16.0030000,Berger et al. 2020,Kepler,Transit
Kepler-1031,0.870,0.210,-0.110,,,,0.00719,0.00032,-0.00026,1.776,-0.398,-0.13,1.106,-0.11,-0.07,1.22621732,Transit,5980.9,13.8770000,Berger et al. 2020,Kepler,Transit
Kepler-1032,1.870,0.100,-0.080,,,,0.02358,0.00112,-0.00060,0.733,-0.028,-0.02,0.739,-0.03,-0.03,3.29011795,Transit,4615.2,16.0070000,Berger et al. 2020,Kepler,Transit
Kepler-1033,2.40,0.15,-0.180,,,,0.02508,0.00063,-0.00073,0.939,-0.053,-0.06,0.909,-0.06,-0.04,7.56052806,Transit,5516.2,16.1860000,Berger et al. 2020,Kepler,Transit
Kepler-1034,2.06,0.06,-0.140,,,,0.02610,0.00106,-0.00042,0.758,-0.017,-0.05,0.793,-0.04,-0.04,12.12400943,Transit,5122.4,15.2690000,Berger et al. 2020,Kepler,Transit
Kepler-1035,1.170,0.280,-0.110,,,,0.01123,0.00040,-0.00017,1.331,-0.052,-0.09,1.096,-0.07,-0.06,2.71407755,Transit,5757.1,13.0970000,Berger et al. 2020,Kepler,Transit
Kepler-1036,2.73,0.40,-0.530,,,,0.03064,0.00067,-0.00536,0.871,-0.016,-0.03,0.929,-0.04,-0.04,122.88080580,Transit,5441.1,13.8700000,Berger et al. 2020,Kepler,Transit
Kepler-1037,1.27,0.08,-0.070,,,,0.01467,0.00072,-0.00029,0.792,-0.014,-0.04,0.847,-0.03,-0.04,1.06378867,Transit,5049.8,14.4750000,Berger et al. 2020,Kepler,Transit
Kepler-1038,3.530,0.520,-0.390,,,,0.03948,0.00392,-0.00325,0.802,-0.018,-0.06,0.836,-0.04,-0.06,148.46033820,Transit,5227.9,15.0300000,Berger et al. 2020,Kepler,Transit
Kepler-1039,1.27,0.13,-0.220,,,,0.01774,0.00011,-0.00255,0.712,-0.012,-0.04,0.723,-0.02,-0.04,0.93488424,Transit,4573.3,14.4380000,Berger et al. 2020,Kepler,Transit
Kepler-104,3.100,0.530,-0.530,,,,,,,1.032,-0.022,-0.22,0.878,-0.05,,11.42754800,Transit,5910.6,12.6970000,Berger et al. 2020,Kepler,Transit
Kepler-104,3.130,0.550,-0.550,,,,,,,1.032,-0.022,-0.22,0.878,-0.05,,23.66820500,Transit,5910.6,12.6970000,Berger et al. 2020,Kepler,Transit
Kepler-104,3.580,0.610,-0.610,,,,,,,1.032,-0.022,-0.22,0.878,-0.05,,51.75539400,Transit,5910.6,12.6970000,Berger et al. 2020,Kepler,Transit
Kepler-1040,2.34,0.06,-0.100,,,,0.01989,0.00108,-0.00009,0.979,-0.018,-0.05,1.005,-0.06,-0.04,201.12140000,Transit,5756.1,13.6140000,Berger et al. 2020,Kepler,Transit
Kepler-1041,4.12,0.62,-0.530,,,,0.02458,0.00009,-0.00375,1.633,-0.055,-0.11,1.219,-0.10,-0.07,24.75764210,Transit,6044.4,14.5760000,Berger et al. 2020,Kepler,Transit
Kepler-1042,2.190,0.110,-0.160,,,,0.02823,0.00080,-0.00071,0.723,-0.053,-0.05,0.743,-0.05,-0.05,10.13202575,Transit,4847.1,16.0040000,Berger et al. 2020,Kepler,Transit
Kepler-1043,2.70,0.15,-0.240,,,,0.02636,0.00263,-0.00145,0.973,-0.025,-0.07,0.901,-0.06,-0.06,38.50533980,Transit,5487.8,14.9490000,Berger et al. 2020,Kepler,Transit
Kepler-1044,2.21,0.11,-0.290,,,,0.02196,0.00064,-0.00054,0.967,-0.041,-0.12,0.997,-0.05,-0.07,6.77408868,Transit,5988.2,15.4780000,Berger et al. 2020,Kepler,Transit
Kepler-1045,2.70,0.19,-0.160,,,,0.02973,0.00114,-0.00066,0.812,-0.027,-0.05,0.838,-0.05,-0.05,26.41045478,Transit,5256.6,15.8790000,Berger et al. 2020,Kepler,Transit
Kepler-1046,1.710,0.120,-0.110,,,,0.01456,0.00036,-0.00049,1.131,-0.059,-0.06,0.953,-0.06,-0.04,14.37508035,Transit,5611.1,13.3470000,Berger et al. 2020,Kepler,Transit
Kepler-1047,2.090,0.260,-0.170,,,,0.01708,0.00061,-0.00037,1.624,-0.03,-0.09,1.238,-0.12,-0.04,56.18868870,Transit,5782.9,13.4600000,Berger et al. 2020,Kepler,Transit
Kepler-1047,0.990,0.130,-0.090,,,,0.00754,0.00040,-0.00026,1.624,-0.03,-0.09,1.238,-0.12,-0.04,3.18897601,Transit,5782.9,13.4600000,Berger et al. 2020,Kepler,Transit
Kepler-1048,1.610,0.090,-0.080,,,,0.02122,0.00087,-0.00038,0.885,-0.015,-0.03,0.812,-0.01,-0.04,6.92101021,Transit,4940.8,15.1380000,Berger et al. 2020,Kepler,Transit
Kepler-1049,0.95,0.05,-0.160,,,,0.01752,0.00169,-0.00285,0.585,-0.015,-0.03,0.576,-0.01,-0.03,3.27346074,Transit,3979.6,14.6950000,Berger et al. 2020,Kepler,Transit
Kepler-105,4.810,1.530,-1.530,,,,0.02800,0.00100,-0.00600,1.023,-0.02,-0.37,1.027,-0.06,-0.19,5.41220000,Transit,6023.5,12.9810000,Berger et al. 2020,Kepler,Transit
Kepler-105,1.310,0.070,-0.070,4.60000,0.92000,-0.85000,,,,1.023,-0.02,-0.04,1.027,-0.06,-0.05,7.12620000,Transit,6023.5,12.9810000,Berger et al. 2020,Kepler,Transit
Kepler-1050,1.600,0.480,-0.180,,,,0.01319,0.00196,-0.00049,1.003,-0.018,-0.12,1.048,-0.04,-0.07,15.37875460,Transit,5945.8,13.1980000,Berger et al. 2020,Kepler,Transit
Kepler-1050,1.480,0.350,-0.160,,,,0.01216,0.00045,-0.00035,1.003,-0.018,-0.12,1.048,-0.04,-0.07,21.12845690,Transit,5945.8,13.1980000,Berger et al. 2020,Kepler,Transit
Kepler-1051,2.60,0.07,-0.670,,,,0.01778,0.00050,-0.00020,1.385,-0.03,-0.34,1.343,-0.04,-0.16,25.96200249,Transit,6782.2,13.2120000,Berger et al. 2020,Kepler,Transit
Kepler-1052,2.930,0.540,-0.310,,,,0.02644,0.00086,-0.00042,0.953,-0.024,-0.11,0.988,-0.05,-0.07,34.85382760,Transit,5701.3,14.9320000,Berger et al. 2020,Kepler,Transit
Kepler-1053,0.84,0.03,-0.040,,,,0.01319,0.00028,-0.00031,0.625,-0.012,-0.03,0.632,-0.01,-0.04,2.41435165,Transit,4343.8,13.5760000,Berger et al. 2020,Kepler,Transit
Kepler-1054,2.67,0.38,-0.530,,,,0.01772,0.00009,-0.00239,1.411,-0.039,-0.20,1.128,-0.08,-0.10,4.30655689,Transit,5979.4,14.1430000,Berger et al. 2020,Kepler,Transit
Kepler-1055,1.15,0.06,-0.060,,,,0.01198,0.00038,-0.00024,0.88,-0.015,-0.04,0.924,-0.04,-0.04,2.29503623,Transit,5538.2,13.1940000,Berger et al. 2020,Kepler,Transit
Kepler-1056,3.010,1.330,-0.600,,,,0.02335,0.00293,-0.00228,1.209,-0.03,-0.21,1.14,-0.07,-0.12,27.49560600,Transit,6062.0,14.7720000,Berger et al. 2020,Kepler,Transit
Kepler-1057,2.69,0.11,-0.520,,,,0.02813,0.00071,-0.00050,0.907,-0.031,-0.17,0.952,-0.05,-0.11,14.08827448,Transit,5816.2,15.8250000,Berger et al. 2020,Kepler,Transit
Kepler-1058,2.720,0.110,-0.320,,,,0.03560,0.00004,-0.00365,0.821,-0.032,-0.04,0.775,-0.02,-0.05,110.96546000,Transit,4965.0,15.8690000,Berger et al. 2020,Kepler,Transit
Kepler-1059,1.79,0.08,-0.150,,,,0.02192,0.00096,-0.00050,0.767,-0.019,-0.06,0.771,-0.03,-0.06,3.76419105,Transit,4827.9,15.7850000,Berger et al. 2020,Kepler,Transit
Kepler-106,0.820,0.110,-0.110,5.30000,,,0.00726,,,1.036,-0.023,-0.17,0.986,-0.06,-0.06,6.16486000,Transit,5873.3,12.9230000,Berger et al. 2020,Kepler,Transit
Kepler-106,2.500,0.320,-0.320,10.44000,3.20000,-3.20000,0.02211,,,1.036,-0.023,-0.17,0.986,-0.06,-0.06,13.57080000,Transit,5873.3,12.9230000,Berger et al. 2020,Kepler,Transit
Kepler-106,0.950,0.130,-0.130,8.10000,,,0.00836,,,1.036,-0.023,-0.17,0.986,-0.06,-0.06,23.98020000,Transit,5873.3,12.9230000,Berger et al. 2020,Kepler,Transit
Kepler-106,2.560,0.330,-0.330,11.17000,5.80000,-5.80000,0.02268,,,1.036,-0.023,-0.17,0.986,-0.06,-0.06,43.84450000,Transit,5873.3,12.9230000,Berger et al. 2020,Kepler,Transit
Kepler-1060,2.380,0.450,-0.290,,,,0.02249,0.00005,-0.00120,1.105,-0.033,-0.11,1.008,-0.07,-0.07,46.87793670,Transit,5824.8,14.8270000,Berger et al. 2020,Kepler,Transit
Kepler-1061,1.68,0.25,-0.370,,,,0.01726,0.00041,-0.00306,0.995,-0.018,-0.05,1.008,-0.06,-0.04,2.75798267,Transit,5970.3,13.3190000,Berger et al. 2020,Kepler,Transit
Kepler-1062,1.81,0.14,-0.100,,,,0.02278,0.00085,-0.00090,0.712,-0.013,-0.03,0.724,-0.02,-0.04,9.30412078,Transit,4594.1,15.0950000,Berger et al. 2020,Kepler,Transit
Kepler-1063,1.490,0.400,-0.190,,,,0.01196,0.00060,-0.00024,1.32,-0.179,-0.14,1.072,-0.07,-0.07,14.07971466,Transit,5670.5,13.0290000,Berger et al. 2020,Kepler,Transit
Kepler-1064,1.550,0.070,-0.050,,,,0.01797,0.00061,-0.00040,0.79,0.02,-0.02,0.85,0.03,-0.03,16.54080322,Transit,5153.00,13.9580000,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,Transit
Kepler-1065,3.730,0.640,-0.360,,,,0.03663,0.00060,-0.00100,0.965,-0.041,-0.09,0.958,-0.06,-0.06,3.60930891,Transit,5708.9,15.7440000,Berger et al. 2020,Kepler,Transit
Kepler-1065,1.600,0.240,-0.170,,,,0.01645,0.00075,-0.00101,0.965,-0.041,-0.09,0.958,-0.06,-0.06,2.37030743,Transit,5708.9,15.7440000,Berger et al. 2020,Kepler,Transit
Kepler-1066,2.26,0.40,-0.330,,,,0.02227,0.00051,-0.00190,0.862,-0.014,-0.11,0.938,-0.02,-0.07,1.93155984,Transit,5847.2,13.1150000,Berger et al. 2020,Kepler,Transit
Kepler-1067,0.800,0.120,-0.060,,,,0.00778,0.00053,-0.00035,0.927,-0.021,-0.06,0.971,-0.05,-0.04,0.76212926,Transit,5440.0,14.3950000,Berger et al. 2020,Kepler,Transit
