Starname,Rp,Mp,P,Rs,Ms,Ms-Err,Detection Method,Source,System Detection Method
Kepler-462,3.687034374509496,,84.68798080,2.04,1.59,0.11,Transit,Exoarchive,Transit
Kepler-463,2.9847421126981635,,8.98101683,0.90,0.87,0.05,Transit,Exoarchive,Transit
Kepler-464,3.2261550776958092,,7.25696522,1.59,1.21,0.07,Transit,Exoarchive,Transit
Kepler-465,2.885982263380945,,9.94067247,1.29,1.23,0.04,Transit,Exoarchive,Transit
Kepler-466,2.7872224140637263,,51.07926307,1.05,1.04,0.04,Transit,Exoarchive,Transit
Kepler-466,1.2290114581698321,,3.70921385,1.05,1.04,0.04,Transit,Exoarchive,Transit
Kepler-467,2.2056366347512166,,24.99324193,1.37,1.05,0.03,Transit,Exoarchive,Transit
Kepler-468,13.058246743054466,,38.47875707,0.87,0.96,0.02,Transit,Exoarchive,Transit
Kepler-47,2.9847421126981635,2.0689852645679836,49.46430000,0.94,0.96,0.01,Transit,Exoarchive,Transit
Kepler-47,4.5539263851828595,3.168630274614869,303.22700000,0.94,0.96,0.01,Transit,Exoarchive,Transit
Kepler-47,6.891242819023701,19.018137977227056,187.36600000,0.94,0.96,0.01,Transit,Exoarchive,Transit
Kepler-470,14.133631768953068,,24.66919569,1.66,1.40,0.22,Transit,Exoarchive,Transit
Kepler-471,14.649377648720765,,5.01423457,1.80,1.49,0.22,Transit,Exoarchive,Transit
Kepler-472,3.1493418615601945,,4.17625551,0.78,0.85,0.03,Transit,Exoarchive,Transit
Kepler-473,3.994287239051954,,14.55731705,1.34,1.06,0.07,Transit,Exoarchive,Transit
Kepler-474,2.995715429288966,,5.66067294,1.08,0.99,0.05,Transit,Exoarchive,Transit
Kepler-475,2.43607628315806,,3.10550819,0.79,0.86,0.03,Transit,Exoarchive,Transit
Kepler-476,3.0176620624705697,,14.00640607,1.09,1.03,0.05,Transit,Exoarchive,Transit
Kepler-477,2.0300635692983833,,11.11990653,0.79,0.87,0.03,Transit,Exoarchive,Transit
Kepler-478,2.6555426149741015,,13.22175760,0.80,0.85,0.03,Transit,Exoarchive,Transit
Kepler-479,2.0739568356615914,,12.49341307,0.81,0.86,0.03,Transit,Exoarchive,Transit
Kepler-48,1.843517187254748,3.940924313462826,4.77800000,0.89,0.88,0.06,Transit,Exoarchive,Mixed
Kepler-48,2.6555426149741015,14.61002344273275,9.67395000,0.89,0.88,0.06,Transit,Exoarchive,Mixed
Kepler-48,1.997143619525977,7.9454119223040856,42.89610000,0.89,0.88,0.06,Transit,Exoarchive,Mixed
Kepler-48,,656.9266577361018,982.00000000,0.89,0.88,0.06,Radial Velocity,Exoarchive,Mixed
Kepler-480,2.721382514518914,,4.91958380,1.34,1.25,0.05,Transit,Exoarchive,Transit
Kepler-481,2.447049599748862,,10.06082567,1.09,1.01,0.04,Transit,Exoarchive,Transit
Kepler-482,2.315369800659237,,56.35418576,0.72,0.75,0.04,Transit,Exoarchive,Transit
Kepler-483,3.1383685449693925,,30.22910400,1.47,1.28,0.10,Transit,Exoarchive,Transit
Kepler-484,2.227583267932821,,10.04556931,0.87,0.96,0.02,Transit,Exoarchive,Transit
Kepler-485,14.111685135771465,,3.24325980,1.09,1.07,0.08,Transit,Exoarchive,Transit
Kepler-486,10.764823575576832,,30.36044667,0.75,0.79,0.04,Transit,Exoarchive,Transit
Kepler-487,11.181809606027311,,15.35876840,0.88,0.91,0.04,Transit,Exoarchive,Transit
Kepler-487,2.6226226652016953,,38.65199760,0.88,0.91,0.04,Transit,Exoarchive,Transit
Kepler-488,15.461403076440119,,3.12082923,1.09,1.07,0.07,Transit,Exoarchive,Transit
Kepler-489,7.560615131062626,,17.27629612,0.76,0.82,0.03,Transit,Exoarchive,Transit
Kepler-49,2.6665159315649034,311.4601473543201,7.20379450,0.56,,,Transit,Exoarchive,Transit
Kepler-49,2.4909428661120705,228.82786336235765,10.91293430,0.56,,,Transit,Exoarchive,Transit
Kepler-49,1.5691842724846963,,2.57654900,0.56,,,Transit,Exoarchive,Transit
Kepler-49,1.525291006121488,,18.59610800,0.56,,,Transit,Exoarchive,Transit
Kepler-490,11.401275937843353,,3.26869515,1.12,1.08,0.10,Transit,Exoarchive,Transit
Kepler-491,8.73476000627845,,4.22538451,1.03,1.04,0.03,Transit,Exoarchive,Transit
Kepler-492,9.393159001726573,,11.72012266,0.91,0.94,0.04,Transit,Exoarchive,Transit
Kepler-493,14.813977397582796,,3.00387658,1.54,1.36,0.16,Transit,Exoarchive,Transit
Kepler-494,6.99000266834092,,8.02511821,1.26,1.10,0.07,Transit,Exoarchive,Transit
Kepler-495,5.124538847904567,,3.41303622,0.83,0.86,0.04,Transit,Exoarchive,Transit
Kepler-496,2.271476534296029,,8.30864937,0.82,0.86,0.04,Transit,Exoarchive,Transit
Kepler-497,5.914617642442317,,3.57320367,1.11,1.09,0.10,Transit,Exoarchive,Transit
Kepler-498,2.962795479516559,,9.61375356,0.96,0.98,0.06,Transit,Exoarchive,Transit
Kepler-499,2.128823418615602,,5.63252845,0.83,0.87,0.05,Transit,Exoarchive,Transit
Kepler-5,15.647949458483755,670.9105827193571,3.54846570,1.79,1.37,0.04,Transit,Exoarchive,Transit
Kepler-50,1.678917438392717,,7.81254000,1.58,1.24,0.05,Transit,Exoarchive,Transit
Kepler-50,2.128823418615602,,9.37647000,1.58,1.24,0.05,Transit,Exoarchive,Transit
Kepler-500,2.5238628158844767,,8.50832440,1.03,1.02,0.04,Transit,Exoarchive,Transit
Kepler-501,4.213753570867995,,5.64067757,1.04,1.03,0.08,Transit,Exoarchive,Transit
Kepler-502,4.674632867681683,,4.28686431,1.22,1.15,0.13,Transit,Exoarchive,Transit
Kepler-504,1.5582109558938941,,9.54927542,0.33,0.33,0.02,Transit,Exoarchive,Transit
Kepler-505,2.5458094490660805,,27.52197994,0.53,0.55,0.02,Transit,Exoarchive,Transit
Kepler-506,2.6774892481557053,,6.88340550,1.19,1.19,0.03,Transit,Exoarchive,Transit
Kepler-507,1.2729047245330403,,3.56809693,1.32,1.16,0.07,Transit,Exoarchive,Transit
Kepler-508,1.6021042222571025,,25.30889748,1.25,1.16,0.06,Transit,Exoarchive,Transit
Kepler-509,2.43607628315806,,41.74600392,1.20,1.10,0.04,Transit,Exoarchive,Transit
Kepler-51,6.946109401977711,2.224715338245144,45.15400000,0.94,1.04,0.12,Transit,Exoarchive,Transit
Kepler-51,8.811573222414063,4.131614199598125,85.31200000,0.94,1.04,0.12,Transit,Exoarchive,Transit
Kepler-51,9.491918851043792,7.627595445411923,130.19400000,0.94,1.04,0.12,Transit,Exoarchive,Transit
Kepler-510,2.4141296499764557,,19.55659418,1.41,0.91,0.06,Transit,Exoarchive,Transit
Kepler-511,6.221870506984775,,296.63786500,1.20,1.00,0.06,Transit,Exoarchive,Transit
Kepler-512,2.633595981792497,,34.43587975,1.30,1.17,0.07,Transit,Exoarchive,Transit
Kepler-513,2.150770051797206,,28.86235584,1.06,1.02,0.04,Transit,Exoarchive,Transit
Kepler-514,1.678917438392717,,5.65179605,1.44,1.28,0.07,Transit,Exoarchive,Transit
Kepler-515,1.4265311568042693,,19.96371318,0.83,0.90,0.03,Transit,Exoarchive,Transit
Kepler-516,5.618338094490661,,24.85462415,2.02,1.62,0.18,Transit,Exoarchive,Transit
Kepler-517,2.611649348610893,,60.92832271,0.98,0.95,0.04,Transit,Exoarchive,Transit
Kepler-518,2.0629835190707895,,8.51203588,0.88,0.96,0.02,Transit,Exoarchive,Transit
Kepler-519,2.0520102024799876,,24.30789460,0.80,0.89,0.02,Transit,Exoarchive,Transit
Kepler-52,2.0520102024799876,2765.0033489618218,7.87735650,0.56,,,Transit,Exoarchive,Transit
Kepler-52,1.7996239208915399,3308.4695244474215,16.38500210,0.56,,,Transit,Exoarchive,Transit
Kepler-52,1.9093570867995604,,36.44517100,0.56,,,Transit,Exoarchive,Transit
Kepler-520,1.6240508554387065,,19.67416124,1.09,1.10,0.04,Transit,Exoarchive,Transit
Kepler-520,1.0424650761261969,,5.21104261,1.09,1.10,0.04,Transit,Exoarchive,Transit
Kepler-521,3.1164219117877883,,22.20813214,1.46,1.34,0.06,Transit,Exoarchive,Transit
Kepler-522,6.759563019934077,,38.58422849,1.98,1.54,0.14,Transit,Exoarchive,Transit
Kepler-523,1.9203304033903625,,5.83598311,0.86,0.93,0.03,Transit,Exoarchive,Transit
Kepler-524,1.8654638204363523,,7.97419807,1.10,1.09,0.04,Transit,Exoarchive,Transit
Kepler-524,0.9437052268089781,,1.88897906,1.10,1.09,0.04,Transit,Exoarchive,Transit
Kepler-525,2.5787293988384867,,18.68404933,1.15,0.95,0.04,Transit,Exoarchive,Transit
Kepler-526,1.9532503531627687,,5.45849832,1.14,1.15,0.04,Transit,Exoarchive,Transit
Kepler-527,2.7762490974729244,,13.28535633,1.45,1.28,0.22,Transit,Exoarchive,Transit
Kepler-528,2.041036885889185,,19.78297415,1.06,1.01,0.04,Transit,Exoarchive,Transit
Kepler-529,1.821570554073144,,1.98035766,1.14,1.07,0.06,Transit,Exoarchive,Transit
Kepler-529,1.9532503531627687,,12.83450220,1.14,1.07,0.06,Transit,Exoarchive,Transit
Kepler-53,2.8311156804269344,5851.001339584728,18.64895250,0.89,0.98,,Transit,Exoarchive,Transit
Kepler-53,3.1054485951969863,5002.431346282652,38.55830380,0.89,0.98,,Transit,Exoarchive,Transit
Kepler-53,2.0739568356615914,,9.75196200,0.89,0.98,,Transit,Exoarchive,Transit
Kepler-530,2.9518221629257573,,39.30941904,0.89,0.97,0.03,Transit,Exoarchive,Transit
Kepler-531,2.721382514518914,,29.88485741,0.75,0.78,0.03,Transit,Exoarchive,Transit
Kepler-532,2.5128894992936743,,12.92491623,0.79,0.87,0.03,Transit,Exoarchive,Transit
Kepler-533,3.313941610422226,,28.51120525,0.72,0.78,0.02,Transit,Exoarchive,Transit
Kepler-534,2.1946633181604143,,15.95994513,0.98,1.05,0.03,Transit,Exoarchive,Transit
Kepler-535,2.315369800659237,,4.90332155,1.27,1.18,0.06,Transit,Exoarchive,Transit
Kepler-536,3.039608695652174,,1.82708230,0.89,0.92,0.05,Transit,Exoarchive,Transit
Kepler-537,1.382637890441061,,3.24755522,0.99,1.07,0.03,Transit,Exoarchive,Transit
Kepler-538,2.1727166849788104,10.599179504353648,81.73778000,0.87,0.89,0.05,Transit,Exoarchive,Transit
Kepler-539,8.197067493329147,308.2819825853985,125.63243000,0.95,1.05,0.04,Transit,Exoarchive,Mixed
Kepler-539,,762.7595445411921,1000.00000000,0.95,1.05,0.04,Transit Timing Variations,Exoarchive,Mixed
Kepler-54,2.0520102024799876,292.3911587407904,8.01094340,0.55,,,Transit,Exoarchive,Transit
Kepler-54,1.2070648249882279,117.59209645010044,12.07172490,0.55,,,Transit,Exoarchive,Transit
Kepler-54,1.4923710563490817,,20.99569400,0.55,,,Transit,Exoarchive,Transit
Kepler-540,2.6555426149741015,,172.70497840,1.08,1.02,0.06,Transit,Exoarchive,Transit
Kepler-541,3.2919949772406216,,5.08005848,2.06,1.41,0.12,Transit,Exoarchive,Transit
Kepler-542,1.5362643227122903,,13.14497566,0.90,0.93,0.04,Transit,Exoarchive,Transit
Kepler-543,2.447049599748862,,13.89961966,0.67,0.70,0.05,Transit,Exoarchive,Transit
Kepler-544,2.0739568356615914,,21.41616926,1.22,1.16,0.04,Transit,Exoarchive,Transit
Kepler-545,2.633595981792497,,13.24934059,1.07,1.04,0.04,Transit,Exoarchive,Transit
Kepler-546,6.847349552660493,,4.14702026,1.15,1.11,0.11,Transit,Exoarchive,Transit
Kepler-547,3.91747402291634,,6.01038429,0.73,0.78,0.03,Transit,Exoarchive,Transit
Kepler-548,11.741448752158217,,4.45419434,0.90,0.93,0.09,Transit,Exoarchive,Transit
Kepler-549,2.5128894992936743,,42.94956490,0.84,0.88,0.04,Transit,Exoarchive,Transit
Kepler-549,2.8640356301993406,,117.04049800,0.84,0.88,0.04,Transit,Exoarchive,Transit
Kepler-55,2.3812097002040495,473.5465505693235,27.94814490,0.62,,,Transit,Exoarchive,Transit
Kepler-55,2.161743368388008,352.7762893503014,42.15164180,0.62,,,Transit,Exoarchive,Transit
Kepler-55,1.5582109558938941,,2.21109900,0.62,,,Transit,Exoarchive,Transit
Kepler-55,1.514317689530686,,4.61753400,0.62,,,Transit,Exoarchive,Transit
Kepler-55,1.5582109558938941,,10.19854500,0.62,,,Transit,Exoarchive,Transit
Kepler-550,4.323486736776016,,8.60010411,0.83,0.87,0.04,Transit,Exoarchive,Transit
Kepler-551,2.6774892481557053,,12.37646610,0.63,0.65,0.03,Transit,Exoarchive,Transit
Kepler-552,3.8626074399623294,,5.26341577,1.04,1.03,0.06,Transit,Exoarchive,Transit
Kepler-553,4.531979752001256,,4.03046804,0.85,0.92,0.03,Transit,Exoarchive,Transit
Kepler-553,10.96234327421127,,328.23995460,0.85,0.92,0.03,Transit,Exoarchive,Transit
Kepler-554,4.202780254277194,,1.90220856,0.92,0.93,0.04,Transit,Exoarchive,Transit
Kepler-555,2.765275780882122,,16.21775407,1.04,1.03,0.07,Transit,Exoarchive,Transit
Kepler-556,2.1946633181604143,,11.72292176,0.98,1.00,0.03,Transit,Exoarchive,Transit
Kepler-557,2.611649348610893,,3.70598955,1.16,1.11,0.12,Transit,Exoarchive,Transit
Kepler-558,2.315369800659237,,29.00790538,0.81,0.85,0.04,Transit,Exoarchive,Transit
Kepler-559,3.533407942238267,,17.58752333,0.95,0.96,0.07,Transit,Exoarchive,Transit
Kepler-56,6.375496939256004,22.24715338245144,10.50160000,4.23,1.32,0.13,Transit,Exoarchive,Mixed
Kepler-56,9.59067870036101,181.1553918285331,21.40239000,4.23,1.32,0.13,Transit,Exoarchive,Mixed
Kepler-56,,1782.9504353650368,1002.00000000,4.23,1.32,0.13,Radial Velocity,Exoarchive,Mixed
Kepler-560,1.678917438392717,,18.47764449,0.33,0.34,0.02,Transit,Exoarchive,Transit
Kepler-561,6.814429602888087,,58.36204950,0.94,0.96,0.07,Transit,Exoarchive,Transit
Kepler-561,2.6226226652016953,,5.35016198,0.94,0.96,0.07,Transit,Exoarchive,Transit
Kepler-562,5.102592214722963,,18.00931444,0.90,0.93,0.05,Transit,Exoarchive,Transit
Kepler-563,3.028635379061372,,22.18432708,0.77,0.80,0.04,Transit,Exoarchive,Transit
Kepler-564,4.531979752001256,,3.75083228,0.92,0.95,0.06,Transit,Exoarchive,Transit
Kepler-565,3.5663278920106736,,4.24374723,0.95,0.98,0.04,Transit,Exoarchive,Transit
Kepler-566,2.1068767854339976,,18.42794624,0.79,0.83,0.04,Transit,Exoarchive,Transit
Kepler-567,2.2056366347512166,,16.54297375,0.79,0.84,0.04,Transit,Exoarchive,Transit
Kepler-568,2.2166099513420185,,11.02347475,0.53,0.55,0.02,Transit,Exoarchive,Transit
Kepler-569,3.0944752786061835,,34.18890521,0.93,0.95,0.03,Transit,Exoarchive,Transit
Kepler-57,2.1397967352064042,5994.0187541862015,5.72931960,0.73,0.83,,Transit,Exoarchive,Transit
Kepler-57,1.514317689530686,2208.824514400536,11.60925670,0.73,0.83,,Transit,Exoarchive,Transit
Kepler-570,2.403156333385654,,4.30166200,0.90,0.93,0.04,Transit,Exoarchive,Transit
Kepler-571,2.589702715429289,,4.79859939,0.90,0.93,0.04,Transit,Exoarchive,Transit
Kepler-572,2.5238628158844767,,17.20523483,0.79,0.83,0.04,Transit,Exoarchive,Transit
Kepler-573,2.732355831109716,,22.18329658,1.02,0.99,0.03,Transit,Exoarchive,Transit
Kepler-574,2.3373164338408414,,7.65880414,0.91,0.95,0.05,Transit,Exoarchive,Transit
Kepler-575,2.3373164338408414,,9.37891944,0.95,0.97,0.06,Transit,Exoarchive,Transit
Kepler-576,3.204208444514205,,29.91136794,0.97,0.99,0.05,Transit,Exoarchive,Transit
Kepler-577,2.4909428661120705,,25.69578251,0.73,0.78,0.04,Transit,Exoarchive,Transit
Kepler-578,1.9532503531627687,,1.61688370,0.83,0.87,0.04,Transit,Exoarchive,Transit
Kepler-579,1.9532503531627687,,9.66857723,0.96,0.99,0.06,Transit,Exoarchive,Transit
Kepler-58,2.721382514518914,441.7649028801071,10.21849540,1.13,,,Transit,Exoarchive,Transit
Kepler-58,2.798195730654528,696.0180843938379,15.57415680,1.13,,,Transit,Exoarchive,Transit
Kepler-58,2.875008946790143,,40.10137100,1.13,,,Transit,Exoarchive,Transit
Kepler-580,2.5128894992936743,,8.22241966,0.64,0.67,0.03,Transit,Exoarchive,Transit
Kepler-581,2.5787293988384867,,40.60698210,1.00,1.00,0.08,Transit,Exoarchive,Transit
Kepler-582,3.5992478417830798,,18.49235668,0.91,0.93,0.07,Transit,Exoarchive,Transit
Kepler-583,2.227583267932821,,6.51002530,0.91,0.94,0.04,Transit,Exoarchive,Transit
Kepler-584,4.125967038141579,,35.18103040,1.24,1.17,0.15,Transit,Exoarchive,Transit
Kepler-585,2.765275780882122,,2.75235975,0.93,0.96,0.06,Transit,Exoarchive,Transit
Kepler-586,2.732355831109716,,2.10472218,0.92,0.94,0.05,Transit,Exoarchive,Transit
Kepler-587,2.1836900015696123,,10.94027841,0.89,0.92,0.04,Transit,Exoarchive,Transit
Kepler-588,2.5787293988384867,,4.22162536,1.00,1.01,0.05,Transit,Exoarchive,Transit
Kepler-589,2.227583267932821,,16.54964934,0.83,0.88,0.03,Transit,Exoarchive,Transit
Kepler-59,1.075385025898603,651.5237776289349,11.86817070,0.94,1.04,,Transit,Exoarchive,Transit
Kepler-59,1.9422770365719668,435.4085733422639,17.98012350,0.94,1.04,,Transit,Exoarchive,Transit
Kepler-590,3.9394206560979437,,5.85296257,1.15,1.10,0.09,Transit,Exoarchive,Transit
Kepler-591,3.313941610422226,,81.16942990,0.94,0.97,0.04,Transit,Exoarchive,Transit
Kepler-592,2.3373164338408414,,2.82019241,1.04,1.04,0.06,Transit,Exoarchive,Transit
Kepler-593,2.8091690472453306,,21.21708973,1.10,1.08,0.08,Transit,Exoarchive,Transit
Kepler-594,2.128823418615602,,13.64618192,0.87,0.91,0.04,Transit,Exoarchive,Transit
Kepler-595,3.7309276408727046,,25.30292332,0.83,0.87,0.04,Transit,Exoarchive,Transit
Kepler-596,3.39075482655784,,21.30022655,1.32,1.21,0.19,Transit,Exoarchive,Transit
Kepler-597,2.315369800659237,,13.02365861,0.95,0.97,0.04,Transit,Exoarchive,Transit
Kepler-598,1.4704244231674777,,3.70175428,0.86,0.87,0.04,Transit,Exoarchive,Transit
Kepler-599,2.7762490974729244,,15.65562652,0.79,0.83,0.04,Transit,Exoarchive,Transit
Kepler-6,14.309204834405902,212.30140656396517,3.23469960,1.39,1.21,0.04,Transit,Exoarchive,Transit
Kepler-60,1.678917438392717,4.188821165438713,7.13340000,1.26,1.04,0.08,Transit,Exoarchive,Transit
Kepler-60,1.8654638204363523,3.8487575351640984,8.91870000,1.26,1.04,0.08,Transit,Exoarchive,Transit
Kepler-60,1.9532503531627687,4.160217682518419,11.89810000,1.26,1.04,0.08,Transit,Exoarchive,Transit
Kepler-600,2.8420889970177368,,23.67517607,0.81,0.84,0.05,Transit,Exoarchive,Transit
Kepler-601,1.8654638204363523,,5.37886844,0.79,0.85,0.03,Transit,Exoarchive,Transit
Kepler-602,2.041036885889185,,15.28469497,1.13,1.08,0.14,Transit,Exoarchive,Transit
Kepler-603,2.589702715429289,,21.05358596,1.01,1.01,0.06,Transit,Exoarchive,Transit
Kepler-603,6.364523622665201,,127.90757740,1.01,1.01,0.06,Transit,Exoarchive,Transit
Kepler-603,1.2948513577146445,,6.21712920,1.01,1.01,0.06,Transit,Exoarchive,Transit
Kepler-604,2.5348361324752786,,25.85501786,1.03,1.02,0.08,Transit,Exoarchive,Transit
Kepler-605,1.4045845236226653,,3.38353807,0.88,0.91,0.04,Transit,Exoarchive,Transit
Kepler-605,0.8449453774917596,,2.35895152,0.88,0.91,0.04,Transit,Exoarchive,Transit
Kepler-606,3.237128394286611,,24.31575992,1.22,1.13,0.17,Transit,Exoarchive,Transit
Kepler-607,0.8559186940825616,,0.63816320,0.80,0.84,0.04,Transit,Exoarchive,Transit
Kepler-608,3.5663278920106736,,6.41251504,1.01,1.00,0.09,Transit,Exoarchive,Transit
Kepler-609,3.2810216606498197,,6.52121067,1.14,1.09,0.09,Transit,Exoarchive,Transit
Kepler-61,2.1068767854339976,,59.87756000,0.62,0.64,0.04,Transit,Exoarchive,Transit
Kepler-610,4.104020404959975,,6.99692655,1.13,1.10,0.09,Transit,Exoarchive,Transit
Kepler-610,3.2261550776958092,,151.86392000,1.13,1.10,0.09,Transit,Exoarchive,Transit
Kepler-611,1.6130775388479046,,2.43703330,1.01,1.01,0.05,Transit,Exoarchive,Transit
Kepler-612,2.7762490974729244,,3.72215641,0.96,0.98,0.05,Transit,Exoarchive,Transit
Kepler-613,2.238556584523623,,15.77979614,0.96,0.98,0.05,Transit,Exoarchive,Transit
Kepler-614,2.3373164338408414,,14.03491514,0.81,0.85,0.05,Transit,Exoarchive,Transit
Kepler-615,1.700864071574321,,10.35584657,0.69,0.73,0.04,Transit,Exoarchive,Transit
Kepler-616,2.3812097002040495,,9.99761851,0.97,0.98,0.06,Transit,Exoarchive,Transit
Kepler-616,3.3358882436038297,,90.41135560,0.97,0.98,0.06,Transit,Exoarchive,Transit
Kepler-617,1.2948513577146445,,1.68269615,0.48,0.51,0.02,Transit,Exoarchive,Transit
Kepler-618,2.5458094490660805,,3.59576964,1.08,1.05,0.07,Transit,Exoarchive,Transit
Kepler-619,3.0944752786061835,,5.40427220,1.11,1.09,0.07,Transit,Exoarchive,Transit
Kepler-619,1.656970805211113,,1.20846503,1.11,1.09,0.07,Transit,Exoarchive,Transit
Kepler-62,1.2838780411238426,9.534494306764902,5.71493200,0.64,0.69,0.02,Transit,Exoarchive,Transit
Kepler-62,0.5267191963584994,4.131614199598125,12.44170000,0.64,0.69,0.02,Transit,Exoarchive,Transit
Kepler-62,1.9093570867995604,13.98392498325519,18.16406000,0.64,0.69,0.02,Transit,Exoarchive,Transit
Kepler-62,1.5801575890754984,35.91326188881446,122.38740000,0.64,0.69,0.02,Transit,Exoarchive,Transit
Kepler-62,1.382637890441061,34.959812458137975,267.29100000,0.64,0.69,0.02,Transit,Exoarchive,Transit
Kepler-620,3.248101710877413,,12.91375431,1.22,1.15,0.15,Transit,Exoarchive,Transit
Kepler-621,2.2495299011144247,,2.62811375,0.68,0.72,0.02,Transit,Exoarchive,Transit
Kepler-622,2.0849301522523938,,14.28226676,0.61,0.64,0.03,Transit,Exoarchive,Transit
Kepler-623,2.9518221629257573,,9.07097734,0.86,0.90,0.04,Transit,Exoarchive,Transit
Kepler-624,2.2605032177052267,,14.58649607,1.18,1.10,0.05,Transit,Exoarchive,Transit
Kepler-625,1.9532503531627687,,7.75192492,0.96,1.04,0.02,Transit,Exoarchive,Transit
Kepler-625,1.0314917595353947,,4.16536510,0.96,1.04,0.02,Transit,Exoarchive,Transit
Kepler-626,2.238556584523623,,14.48585199,1.05,1.01,0.05,Transit,Exoarchive,Transit
Kepler-627,3.65411442473709,,40.69944430,1.49,1.30,0.21,Transit,Exoarchive,Transit
Kepler-628,8.219014126510752,,15.45805670,1.28,1.00,0.05,Transit,Exoarchive,Transit
Kepler-629,1.3497179406686548,,7.23858540,0.84,0.93,0.03,Transit,Exoarchive,Transit
