pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
6 Lyn b,6 Lyn,1,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,934.30000000,8.60000000,-8.60000000,0,,,,,,,,,638.83830,24.47291,-24.47291,0,2.01000,0.07700,-0.07700,0,Msini,0.073000,0.036000,-0.036000,0,0,,,,,32.800,1.200,-1.200,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4938.00,,,0,5.20,,,0,1.44,,,0,,,,,,,,,,3.19,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599000,0.2734000,-0.2734000,18.2668000,0.0908100,-0.0908100,5.8730700,0.0230000,-0.0230000,3.7010000,0.3000000,-0.3000000,5.6068600,0.0010850,-0.0010850,2018-12-03 14:48:15,2019-04,2018-12-06
61 Vir b,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,4.21500000,0.00060000,-0.00060000,0,,,,,,,,,5.10000,0.50000,-0.50000,0,0.01600,0.00200,-0.00200,0,Msini,0.120000,0.110000,-0.110000,0,0,,,,,2.120,0.230,-0.230,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,[Fe/H],-0.095,0.003,-0.003,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,0.0173350,-0.0173350,117.5730000,0.2379020,-0.2379020,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701,2014-05-14,2010-01,2014-05-14
61 Vir c,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,38.02100000,0.03400000,-0.03400000,0,,,,,,,,,18.20000,1.10000,-1.10000,0,0.05700,0.00300,-0.00300,0,Msini,0.140000,0.060000,-0.060000,0,0,,,,,3.620,0.230,-0.230,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,[Fe/H],-0.095,0.003,-0.003,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,0.0173350,-0.0173350,117.5730000,0.2379020,-0.2379020,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701,2014-05-14,2010-01,2014-05-14
61 Vir d,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,123.01000000,0.55000000,-0.55000000,0,,,,,,,,,22.90000,2.60000,-2.60000,0,0.07200,0.00800,-0.00800,0,Msini,0.350000,0.090000,-0.090000,0,0,,,,,3.250,0.390,-0.390,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,-0.010,,,0,[Fe/H],-0.095,0.003,-0.003,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.5033200,0.0173350,-0.0173350,117.5730000,0.2379020,-0.2379020,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701,2014-05-14,2010-01,2014-05-14
7 CMa b,7 CMa,1,1,2,Radial Velocity,2011,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,735.10000000,14.80000000,-1.00000000,0,,,,,,,,,587.98550,19.06980,-19.06980,0,1.85000,0.06000,-0.06000,0,Msin(i)/sin(i),0.060000,0.030000,-0.030000,0,0,,,,,34.300,1.200,-0.900,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.210,0.100,-0.100,0,[Fe/H],1.063,0.012,-0.008,0,3.19,0.06,-0.07,0,4.300,0.900,-1.300,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,0.1648000,-0.1648000,50.4571000,0.4167750,-0.4167750,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348,2019-10-18 16:18:47,2019-11,2019-10-24
7 CMa c,7 CMa,1,1,2,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,996.00000000,1.50000000,-52.40000000,0,,,,,,,,,276.51210,19.06980,-19.06980,0,0.87000,0.06000,-0.06000,0,Msin(i)/sin(i),0.080000,0.050000,-0.040000,0,0,,,,,14.900,0.900,-1.100,0,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A.136L/abstract target=ref>Luque et al. 2019</a>,,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,0.210,0.100,-0.100,0,[Fe/H],1.063,0.012,-0.008,0,3.19,0.06,-0.07,0,4.300,0.900,-1.300,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.8101000,0.1648000,-0.1648000,50.4571000,0.4167750,-0.4167750,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348,2019-10-18 16:18:47,2019-11,2019-10-24
70 Vir b,70 Vir,1,1,1,Radial Velocity,1996,Lick Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,116.68800000,0.00540000,-0.00540000,0,,,,,,,,,2357.02728,18.11631,-18.11631,0,7.41600,0.05700,-0.05700,0,Msini,0.398800,0.001900,-0.001900,0,0,,,,,316.200,0.780,-0.780,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5495.00,,,0,1.89,,,0,1.09,,,0,,,,,,,,,,3.95,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011000,0.0558500,-0.0558500,55.8347000,0.1729970,-0.1729970,4.9680800,0.0230000,-0.0230000,3.5000000,0.2940000,-0.2940000,4.7617800,0.0044158,-0.0044158,2018-12-03 14:48:01,2019-04,2018-12-06
75 Cet b,75 Cet,1,2,1,Radial Velocity,2012,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,691.90000000,3.60000000,-3.60000000,0,,,,,,,,,953.49000,,,0,3.00000,,,0,Msini,0.117000,0.048000,-0.048000,0,0,,,,,38.300,2.000,-2.000,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64..135S/abstract target=ref> Sato et al. 2012 </a>,G3 III,4846.00,18.00,-18.00,0,10.50,1.00,-1.00,0,2.49,0.02,-0.27,0,0.000,0.040,-0.040,0,[Fe/H],1.730,,,0,2.63,0.05,-0.05,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613000,0.7236500,-0.7236500,12.0264000,0.1043500,-0.1043500,5.3532000,0.0230000,-0.0230000,3.2070000,0.2720000,-0.2720000,5.0934300,0.0039324,-0.0039324,2015-09-02 11:36:34,2012-12,2015-09-03
8 UMi b,8 UMi,1,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,93.40000000,4.50000000,-4.50000000,0,,,,,,,,,416.35730,50.85280,-50.85280,0,1.31000,0.16000,-0.16000,0,Msini,0.060000,0.090000,-0.090000,0,0,,,,,46.100,4.000,-4.000,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4847.00,7.00,-7.00,0,10.30,0.57,-0.57,0,1.44,0.19,-0.19,0,-0.030,,,0,[Fe/H],,,,,2.57,0.03,-0.03,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.5520000,0.6485000,-0.6485000,6.1230400,0.0243553,-0.0243553,6.8329500,0.0230000,-0.0230000,4.5150000,0.0200000,-0.0200000,6.5589600,0.0002370,-0.0002370,2018-09-04 16:14:37,2017-03,2018-09-06
81 Cet b,81 Cet,1,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,952.70000000,8.80000000,-8.80000000,0,,,,,,,,,1684.40000,,,0,5.30000,,,0,Msini,0.206000,0.029000,-0.029000,0,0,,,,,62.800,1.500,-1.500,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>,G5 III,4785.00,25.00,-25.00,0,11.00,2.00,-1.00,0,2.40,0.10,-0.40,0,-0.060,0.030,-0.030,0,[Fe/H],1.778,,,0,2.35,0.08,-0.08,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.2600000,1.2220000,-1.2220000,9.8489500,0.1182790,-0.1182790,5.6430700,0.0230000,-0.0230000,3.2660000,0.2580000,-0.2580000,5.3758800,0.0031065,-0.0031065,2014-05-14,2008-12,2014-05-14
91 Aqr b,91 Aqr,1,3,1,Radial Velocity,2013,Lick Observatory,Published Confirmed,0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,181.40000000,0.10000000,-0.10000000,0,,,,,,,,,1017.00000,,,0,3.20000,,,0,Msini,0.027000,0.026000,-0.026000,0,0,,,,,91.500,,,0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,K0 III,4665.00,18.00,-18.00,0,11.00,0.10,-0.10,0,1.40,0.10,-0.10,0,-0.030,0.100,-0.100,0,[Fe/H],,,,,2.52,0.05,-0.05,0,3.560,0.630,-0.630,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304000,0.5132500,-0.5132500,22.6884000,0.2627240,-0.2627240,4.2394600,0.0230000,-0.0230000,1.5970000,0.2360000,-0.2360000,3.9531100,0.0088430,-0.0088430,2014-05-14,2013-07,2014-05-14
AU Mic b,AU Mic,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,8.46321000,0.00004000,-0.00004000,0,4.203,0.202,-0.202,0,0.375,0.018,-0.018,0,57.20940,,,1,0.18000,,,1,Msini,0.100000,0.170000,-0.090000,0,0,0.05140,0.00130,-0.00130,0,28.000,,,1,<a refstr=PLAVCHAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.582..497P/abstract target=ref>Plavchan et al. 2020</a>,,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,,,,,,-1.046,,,0,,,,,0.022,0.003,-0.003,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,9.7221000,0.0046250,-0.0046250,102.8290000,0.0485613,-0.0485613,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000,7.8403800,0.0007310,-0.0007310,2020-06-12 16:41:23,2020-06,2020-06-24
BD+03 2562 b,BD+03 2562,1,1,1,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,481.90000000,2.70000000,-2.80000000,0,,,,,,,,,2034.11200,413.17900,-413.17900,0,6.40000,1.30000,-1.30000,0,Msini,0.200000,0.120000,-0.080000,0,0,,,,,155.700,1.000,-3.300,0,<a refstr=VILLAVER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...606A..38V/abstract target=ref>Villaver et al. 2017</a>,,4095.00,20.00,-20.00,0,32.35,8.82,-8.82,0,1.14,0.25,-0.25,0,-0.710,0.090,-0.090,0,[Fe/H],2.700,0.140,-0.140,0,1.89,0.10,-0.10,0,5.200,4.750,-2.750,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.6300000,63.8750000,-63.8750000,0.9034030,0.0545201,-0.0545201,9.5770000,0.0080000,-0.0080000,6.0210000,0.0210000,-0.0210000,8.9977000,0.0002920,-0.0002920,2017-06-13 13:53:04,2017-10,2017-06-15
BD+14 4559 b,BD+14 4559,1,1,1,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,268.94000000,0.99000000,-0.99000000,0,,,,,,,,,330.54320,149.38010,-149.38010,0,1.04000,0.47000,-0.47000,0,Msini,0.290000,0.030000,-0.030000,0,0,,,,,55.200,2.300,-2.300,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4864.00,101.00,-101.00,0,0.86,0.04,-0.04,0,0.49,0.33,-0.33,0,0.170,,,0,[Fe/H],,,,,4.26,0.29,-0.29,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.3520000,0.0845000,-0.0845000,20.2337000,0.0344514,-0.0344514,9.7800000,0.0300000,-0.0300000,7.3360000,0.0230000,-0.0230000,9.3510800,0.0002530,-0.0002530,2018-09-04 16:13:38,2017-03,2018-09-06
BD+15 2375 b,BD+15 2375,1,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,153.22000000,0.44000000,-0.44000000,0,,,,,,,,,337.21763,85.81410,-85.81410,0,1.06100,0.27000,-0.27000,0,Msini,0.001000,0.250000,-0.001000,0,0,,,,,38.300,2.300,-1.000,0,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4649.00,30.00,-30.00,0,8.95,1.45,-1.45,0,1.08,0.14,-0.14,0,-0.220,0.080,-0.080,0,[Fe/H],1.570,0.100,-0.100,0,2.61,0.12,-0.12,0,7.410,3.810,-2.520,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.0450000,45.0380000,-45.0380000,1.2732700,0.0745481,-0.0745481,10.4100000,0.0100000,-0.0100000,7.7180000,0.0170000,-0.0170000,9.9918000,0.0004580,-0.0004580,2016-02-03 09:48:53,2016-04,2016-02-04
BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,McDonald Observatory,Published Confirmed,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,137.48000000,0.34000000,-0.34000000,0,,,,,,,,,352.78000,,,0,1.11000,,,0,Msini,0.260000,0.100000,-0.100000,0,0,,,,,42.700,4.400,-4.400,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,K0,4796.00,117.00,-117.00,0,14.70,2.80,-2.80,0,1.10,0.20,-0.20,0,0.280,0.070,-0.070,0,[Fe/H],2.010,0.750,-0.750,0,2.80,0.45,-0.45,0,7.100,4.200,-4.200,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507,426.4200000,6.4400000,-6.4400000,2.3168900,0.0351442,-0.0351442,9.0100000,0.0300000,-0.0300000,6.5250000,0.0160000,-0.0160000,8.7178000,0.0002910,-0.0002910,2014-05-14,2013-06,2014-05-14
BD+20 2457 b,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,379.63000000,2.00000000,-2.00000000,0,,,,,,,,,17668.16970,24965.54650,-24965.54650,0,55.59000,78.55000,-78.55000,0,Msini,0.150000,0.030000,-0.030000,0,0,,,,,322.400,9.600,-9.600,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4259.00,64.00,-64.00,0,71.02,73.63,-73.63,0,10.83,22.96,-22.96,0,-0.790,,,0,[Fe/H],,,,,1.77,0.19,-0.19,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,189.9250000,-189.9250000,0.5984970,0.0797457,-0.0797457,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,9.2268400,0.0004420,-0.0004420,2018-09-04 16:13:45,2017-03,2018-09-06
BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,621.99000000,10.20000000,-10.20000000,0,,,,,,,,,3963.17000,,,0,12.47000,,,0,Msini,0.180000,0.060000,-0.060000,0,0,,,,,160.030,7.210,-7.210,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,-1.000,0.070,-0.070,0,[Fe/H],3.170,,,0,1.51,0.05,-0.05,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.7100000,189.9250000,-189.9250000,0.5984970,0.0797457,-0.0797457,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,9.2268400,0.0004420,-0.0004420,2014-05-14,2009-12,2014-05-14
BD+20 274 b,BD+20 274,1,1,1,Radial Velocity,2012,McDonald Observatory,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,578.20000000,5.40000000,-5.40000000,0,,,,,,,,,1334.88600,,,0,4.20000,,,0,Msini,0.210000,0.060000,-0.060000,0,0,,,,,121.400,6.400,-6.400,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,K5 III,4296.00,10.00,-10.00,0,17.30,0.90,-0.90,0,0.80,0.20,-0.20,0,-0.460,0.070,-0.070,0,[Fe/H],1.960,0.180,-0.180,0,1.99,0.05,-0.05,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.5100000,80.5350000,-80.5350000,0.7226190,0.0452429,-0.0452429,9.3670000,0.0080000,-0.0080000,6.1690000,0.0270000,-0.0270000,8.9161300,0.0004680,-0.0004680,2015-09-16 09:51:15,2012-09,2015-09-18
BD+20 594 b,BD+20 594,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,41.68550000,0.00300000,-0.00300000,0,2.578,0.112,-0.112,0,0.230,0.010,-0.010,0,22.24810,9.53490,-9.53490,0,0.07000,0.03000,-0.03000,0,Mass,0.000000,,,0,0,,,,,3.100,1.100,-1.100,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,-0.150,,,0,[Fe/H],,,,,4.50,0.08,-0.08,0,,,,,1.8900,0.3400,-0.3400,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.4610000,1.2485000,-1.2485000,5.5436600,0.0384779,-0.0384779,10.8490000,0.0120000,-0.0120000,9.3680000,0.0180000,-0.0180000,10.8644000,0.0002490,-0.0002490,2018-04-25 14:04:40,2017-03,2018-04-26
