hostname,default_flag,sy_snum,sy_pnum,discoverymethod,rv_flag,soltype,pl_controv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KOI-142,0,1,3,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5368.85,120.61,-165.30,0,0.96,0.06,-0.06,0,0.93,0.13,-0.11,0,0.258,0.019,-0.019,0,[M/H],4.45,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,13.2090000,0.1260000,-0.1260000,11.4540000,0.0190000,-0.0190000,13.1048000,0.0002750,-0.0002750,2020-05-28,2016-07,2016-07-28
KOI-142,1,1,3,Transit,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,,5466.00,60.00,-60.00,0,0.90,0.02,-0.02,0,0.99,0.02,-0.02,0,0.270,0.060,-0.060,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,13.2090000,0.1260000,-0.1260000,11.4540000,0.0190000,-0.0190000,13.1048000,0.0002750,-0.0002750,2020-05-28,2020-05,2020-06-04
KOI-142,0,1,3,Transit,1,Published Confirmed,0,<a refstr=NESVORNY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...777....3N/abstract target=ref> Nesvorny et al. 2013 </a>,,5471.00,50.00,-50.00,0,0.88,0.03,-0.04,0,0.96,0.04,-0.05,0,0.200,0.080,-0.080,0,[Fe/H],4.53,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,13.2090000,0.1260000,-0.1260000,11.4540000,0.0190000,-0.0190000,13.1048000,0.0002750,-0.0002750,2020-05-28,2013-11,2014-05-14
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,102.40,-156.59,0,1.43,0.08,-0.10,0,1.18,0.20,-0.13,0,0.110,0.070,-0.070,0,[M/H],4.20,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2019-04-16,2019-03,2019-04-18
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6184.00,58.00,-58.00,0,1.52,0.15,-0.15,0,1.28,0.05,-0.05,0,,,,0,,4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2013-10-28,2014-01-08,2013-10-28
KOI-94,1,2,4,Transit,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0,[Fe/H],4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-05-14,2013-05,2014-05-14
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-11-21,2014-12-18,2014-11-21
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2015-08-25,2015-09-24,2015-08-25
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,102.40,-156.59,0,1.43,0.08,-0.10,0,1.18,0.20,-0.13,0,0.110,0.070,-0.070,0,[M/H],4.20,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2018-09-25,2018-08-16,2018-09-25
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6210.00,90.64,-70.38,0,1.32,0.23,-0.15,0,1.18,0.08,-0.06,0,0.010,0.079,-0.084,0,[Fe/H],4.26,0.10,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2016-05-06,2016-05,2016-05-10
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,102.40,-156.59,0,1.43,0.08,-0.10,0,1.18,0.20,-0.13,0,0.110,0.070,-0.070,0,[M/H],4.20,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2016-07-26,2016-07,2016-07-28
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-11-18,2014-12-04,2014-11-18
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6181.00,124.00,-124.00,0,1.38,0.06,-0.06,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2018-09-04,2018-10,2018-09-06
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6181.00,111.00,-135.00,0,1.33,0.24,-0.20,0,1.11,0.12,-0.07,0,-0.020,0.150,-0.150,0,[Fe/H],4.23,0.14,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2017-05-08,2017-08-31 00:00,2017-05-08
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,102.40,-156.59,0,1.43,0.08,-0.10,0,1.18,0.20,-0.13,0,0.110,0.070,-0.070,0,[M/H],4.20,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2018-09-25,2018-08-16,2018-09-25
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,,,,,,,,,1.10,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2018-06-26,2017-07,2018-06-21
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2015-08-25,2015-09-24,2015-08-25
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6181.00,111.00,-135.00,0,1.33,0.24,-0.20,0,1.11,0.12,-0.07,0,-0.020,0.150,-0.150,0,[Fe/H],4.23,0.14,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2017-05-08,2017-08-31 00:00,2017-05-08
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-11-21,2014-12-18,2014-11-21
KOI-94,1,2,4,Transit,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0,[Fe/H],4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-05-14,2013-05,2014-05-14
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,102.40,-156.59,0,1.43,0.08,-0.10,0,1.18,0.20,-0.13,0,0.110,0.070,-0.070,0,[M/H],4.20,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2015-09-02,2013-12,2015-09-03
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6181.00,124.00,-124.00,0,1.38,0.06,-0.06,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2018-09-04,2018-10,2018-09-06
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,102.40,-156.59,0,1.43,0.08,-0.10,0,1.18,0.20,-0.13,0,0.110,0.070,-0.070,0,[M/H],4.20,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2016-07-26,2016-07,2016-07-28
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,102.40,-156.59,0,1.43,0.08,-0.10,0,1.18,0.20,-0.13,0,0.110,0.070,-0.070,0,[M/H],4.20,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2019-04-16,2019-03,2019-04-18
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6184.00,58.00,-58.00,0,1.52,0.15,-0.15,0,1.28,0.05,-0.05,0,,,,0,,4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2013-10-28,2014-01-08,2013-10-28
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6210.00,90.64,-70.38,0,1.32,0.23,-0.15,0,1.18,0.08,-0.06,0,0.010,0.079,-0.084,0,[Fe/H],4.26,0.10,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2016-05-06,2016-05,2016-05-10
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-11-18,2014-12-04,2014-11-18
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6181.00,111.00,-135.00,0,1.33,0.24,-0.20,0,1.11,0.12,-0.07,0,-0.020,0.150,-0.150,0,[Fe/H],4.23,0.14,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2017-05-08,2017-08-31 00:00,2017-05-08
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-11-21,2014-12-18,2014-11-21
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6181.00,124.00,-124.00,0,1.38,0.06,-0.06,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2018-09-04,2018-10,2018-09-06
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6184.00,58.00,-58.00,0,1.52,0.15,-0.15,0,1.28,0.05,-0.05,0,,,,0,,4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2013-10-28,2014-01-08,2013-10-28
KOI-94,1,2,4,Transit,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0,[Fe/H],4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-05-14,2013-05,2014-05-14
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6184.00,102.40,-156.59,0,1.43,0.08,-0.10,0,1.18,0.20,-0.13,0,0.110,0.070,-0.070,0,[M/H],4.20,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2015-09-02,2013-12,2015-09-03
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6210.00,90.64,-70.38,0,1.32,0.23,-0.15,0,1.18,0.08,-0.06,0,0.010,0.079,-0.084,0,[Fe/H],4.26,0.10,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2016-05-06,2016-05,2016-05-10
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2015-08-25,2015-09-24,2015-08-25
KOI-94,0,2,4,Transit,1,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,,,,,,,,,1.10,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2018-06-26,2017-07,2018-06-21
KOI-94,0,2,4,Transit,1,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6098.00,101.00,-127.00,0,1.30,0.27,-0.20,0,1.08,0.10,-0.07,0,-0.020,0.120,-0.160,0,[Fe/H],4.25,0.13,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-11-18,2014-12-04,2014-11-18
