pl_name,hostname,gaia_id,sy_snum,sy_pnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_facility,disc_telescope,disc_instrument,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,st_nphot,st_nrvc,st_refname,system_type
HATS-13 b,HATS-13,Gaia DR2 6803000980210856704,1,1,0,Transit,2015,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.04404990,0.00000270,-0.00000270,0,13.585,0.392,-0.392,0,1.212,0.035,-0.035,0,172.58169,22.88376,-22.88376,0,0.54300,0.07200,-0.07200,0,Mass,0.181000,,,1,0,0.14020,0.00160,-0.00160,0,78.000,10.000,-10.000,0,,5523.00,69.00,-69.00,0,0.89,0.02,-0.02,0,0.96,0.03,-0.03,0,0.050,0.060,-0.060,0,[Fe/H],4.52,0.02,-0.02,0,21h07m50.76s,316.9614798,-26d05m48.19s,-26.0967205,421.8550000,8.5010000,-8.1770000,2.3429100,0.0464812,-0.0464812,13.9110000,0.1600000,-0.1600000,11.9830000,0.0280000,-0.0280000,13.6799000,0.0003000,-0.0003000,,,,0,0,,Transit
HATS-14 b,HATS-14,Gaia DR2 6805149288493408640,1,1,0,Transit,2015,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.76676410,0.00000270,-0.00000270,0,11.646,0.359,-0.247,0,1.039,0.032,-0.022,0,340.39593,22.24810,-22.24810,0,1.07100,0.07000,-0.07000,0,Mass,0.142000,,,1,0,0.11450,0.00120,-0.00120,0,158.000,10.000,-10.000,0,,5346.00,60.00,-60.00,0,0.93,0.02,-0.01,0,0.97,0.02,-0.02,0,0.330,0.060,-0.060,0,[Fe/H],4.48,0.02,-0.02,0,20h52m51.71s,313.2154754,-25d41m14.55s,-25.6873756,513.0110000,9.2870000,-8.9680000,1.9211900,0.0344072,-0.0344072,14.0520000,0.0690000,-0.0690000,12.0370000,0.0190000,-0.0190000,13.7712000,0.0003150,-0.0003150,,,,0,0,,Transit
HATS-15 b,HATS-15,Gaia DR2 6858088299469303168,1,1,0,Transit,2016,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.74748753,0.00000094,-0.00000094,0,12.386,0.448,-0.448,0,1.105,0.040,-0.040,0,689.69110,47.67450,-47.67450,0,2.17000,0.15000,-0.15000,0,Mass,0.126000,,,1,0,0.12290,0.00120,-0.00120,0,399.000,26.000,-26.000,0,G9 V,5311.00,77.00,-77.00,0,0.92,0.03,-0.03,0,0.87,0.02,-0.02,0,0.000,0.050,-0.050,0,[Fe/H],4.45,0.02,-0.02,0,20h44m22.08s,311.0920041,-19d26m15.10s,-19.4375266,1139.5500000,99.7000000,-85.1100000,0.8538050,0.0690810,-0.0690810,14.9090000,0.1720000,-0.1720000,12.7240000,0.0320000,-0.0320000,14.6473000,0.0004170,-0.0004170,,,,0,0,,Transit
HATS-16 b,HATS-16,Gaia DR2 2327000400367097984,1,1,0,Transit,2016,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.68650200,0.00001100,-0.00001100,0,14.572,1.681,-1.681,0,1.300,0.150,-0.150,0,1039.30410,60.38770,-60.38770,0,3.27000,0.19000,-0.19000,0,Mass,0.000000,,,1,0,0.10750,0.00370,-0.00370,0,485.000,25.000,-25.000,0,G3 V,5738.00,79.00,-79.00,0,1.24,0.10,-0.13,0,0.97,0.04,-0.04,0,-0.100,0.050,-0.050,0,[Fe/H],4.24,0.08,-0.08,0,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,757.0440000,13.7350000,-13.2620000,1.2921000,0.0233744,-0.0233744,13.9570000,0.1030000,-0.1030000,12.2800000,0.0210000,-0.0210000,13.6864000,0.0006110,-0.0006110,,,,0,0,,Transit
HATS-17 b,HATS-17,Gaia DR2 6127982342061605120,1,1,0,Transit,2016,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,16.25461100,0.00007300,-0.00007300,0,8.709,0.628,-0.628,0,0.777,0.056,-0.056,0,425.25654,20.65895,-20.65895,0,1.33800,0.06500,-0.06500,0,Mass,0.029000,0.022000,-0.022000,0,0,0.07260,0.00260,-0.00260,0,99.100,4.400,-4.400,0,G V,5846.00,78.00,-78.00,0,1.09,0.07,-0.05,0,1.13,0.03,-0.03,0,0.300,0.030,-0.030,0,[Fe/H],4.42,0.04,-0.04,0,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,400.3310000,10.2280000,-9.7400000,2.4713700,0.0617753,-0.0617753,12.4020000,0.0570000,-0.0570000,10.6980000,0.0210000,-0.0210000,12.2179000,0.0002490,-0.0002490,,,,0,0,,Transit
HATS-18 b,HATS-18,Gaia DR2 3483636295772522880,1,1,0,Transit,2016,<a refstr=PENEV_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..127P/abstract target=ref>Penev et al. 2016</a>,Multiple Observatories,Multiple Telescopes,Multiple Instruments,0,0.83784000,0.00000047,-0.00000047,0,14.897,0.841,-0.841,0,1.329,0.075,-0.075,0,629.14449,24.15508,-24.15508,0,1.97950,0.07600,-0.07600,0,Mass,0.166000,,,0,0,0.13200,0.00040,-0.00040,0,415.200,10.000,-10.000,0,G V,5600.00,120.00,-120.00,0,1.02,0.06,-0.03,0,1.04,0.05,-0.05,0,0.280,0.080,-0.080,0,[Fe/H],4.44,0.03,-0.03,0,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.3680000,16.1470000,-15.3660000,1.5735800,0.0400934,-0.0400934,14.1880000,0.0800000,-0.0800000,12.2890000,0.0280000,-0.0280000,13.8786000,0.0006130,-0.0006130,,,,0,0,,Transit
HATS-2 b,HATS-2,Gaia DR2 3492502001623237888,1,1,0,Transit,2013,<a refstr=MOHLER_FISCHER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..55M/abstract target=ref> Mohler-Fischer et al. 2013 </a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.35413300,0.00000100,-0.00000100,0,13.092,0.336,-0.336,0,1.168,0.030,-0.030,0,427.46300,47.67200,-47.67200,0,1.34500,0.15000,-0.15000,0,Mass,0.000000,,,0,0,0.13350,0.00100,-0.00100,0,268.900,29.000,-29.000,0,K,5227.00,95.00,-95.00,0,0.90,0.02,-0.02,0,0.88,0.04,-0.04,0,0.150,0.050,-0.050,0,[Fe/H],4.48,0.02,-0.02,0,11h46m57.32s,176.7388264,-22d33m46.83s,-22.5630097,341.9250000,3.6740000,-3.5980000,2.8960600,0.0308646,-0.0308646,13.5650000,0.0920000,-0.0920000,11.3860000,0.0230000,-0.0230000,13.3419000,0.0007790,-0.0007790,,,,0,3,,Transit
HATS-22 b,HATS-22,Gaia DR2 3483606402800185728,1,1,0,Transit,2017,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,HATSouth,Multiple Telescopes,Multiple Instruments,0,4.72281240,0.00000520,-0.00000520,0,10.682,0.538,-0.325,0,0.953,0.048,-0.029,0,870.85420,34.96130,-34.96130,0,2.74000,0.11000,-0.11000,0,Mass,0.079000,0.026000,-0.026000,0,0,0.14260,0.00250,-0.00250,0,399.000,15.000,-15.000,0,K V,4803.00,55.00,-55.00,0,0.69,0.03,-0.02,0,0.76,0.02,-0.02,0,0.000,0.040,-0.040,0,[Fe/H],4.64,0.03,-0.03,0,11h36m02.37s,174.0098693,-29d32m36.11s,-29.5433642,229.5180000,1.6120000,-1.5900000,4.3283000,0.0301605,-0.0301605,13.3970000,0.0920000,-0.0920000,10.9420000,0.0190000,-0.0190000,13.1225000,0.0004400,-0.0004400,,,,0,0,,Transit
HATS-23 b,HATS-23,Gaia DR2 6657994706683397504,1,1,0,Transit,2017,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,HATSouth,Multiple Telescopes,Multiple Instruments,0,2.16051560,0.00000450,-0.00000450,0,20.849,3.363,-4.484,0,1.860,0.300,-0.400,0,467.21010,22.88376,-22.88376,0,1.47000,0.07200,-0.07200,0,Mass,0.114000,,,1,0,0.15900,0.02000,-0.02000,0,212.300,8.600,-8.600,0,G V,5780.00,120.00,-120.00,0,1.20,0.06,-0.08,0,1.12,0.05,-0.05,0,0.280,0.070,-0.070,0,[Fe/H],4.33,0.04,-0.04,0,19h05m28.02s,286.3667500,-50d04m02.46s,-50.0673496,639.0040000,9.6090000,-9.3340000,1.5364900,0.0230163,-0.0230163,13.8400000,0.0690000,-0.0690000,12.2620000,0.0300000,-0.0300000,13.7520000,0.0002930,-0.0002930,,,,0,0,,Transit
HATS-24 b,HATS-24,Gaia DR2 5911182735242698496,1,1,0,Transit,2017,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,HATSouth,Multiple Telescopes,Multiple Instruments,0,1.34849780,0.00000090,-0.00000090,0,15.637,0.639,-0.639,0,1.395,0.057,-0.057,0,718.29580,54.03110,-54.03110,0,2.26000,0.17000,-0.17000,0,Mass,0.000000,,,0,0,0.12801,0.00017,-0.00017,0,396.000,29.000,-29.000,0,F V,6125.00,94.00,-94.00,0,1.12,0.04,-0.05,0,1.07,0.03,-0.05,0,-0.229,0.058,-0.058,0,[Fe/H],4.37,0.04,-0.04,0,17h55m33.77s,268.8907069,-61d44m50.64s,-61.7474000,494.1820000,12.4680000,-11.8800000,1.9965800,0.0494301,-0.0494301,12.9150000,0.0920000,-0.0920000,11.3820000,0.0230000,-0.0230000,12.6911000,0.0002920,-0.0002920,,,,0,0,,Transit
HATS-25 b,HATS-25,Gaia DR2 6287125101007614080,1,1,0,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.29864320,0.00000450,-0.00000450,0,14.123,1.121,-1.121,0,1.260,0.100,-0.100,0,194.82979,13.34886,-13.34886,0,0.61300,0.04200,-0.04200,0,Mass,0.176000,,,1,0,0.11710,0.00260,-0.00260,0,76.800,5.000,-5.000,0,G,5715.00,73.00,-73.00,0,1.11,0.07,-0.07,0,0.99,0.04,-0.04,0,0.020,0.050,-0.050,0,[Fe/H],4.35,0.05,-0.05,0,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403,471.1580000,9.1250000,-8.7900000,2.0945200,0.0400300,-0.0400300,13.1720000,0.0800000,-0.0800000,11.4160000,0.0210000,-0.0210000,12.9353000,0.0003230,-0.0003230,,,,0,0,,Transit
HATS-26 b,HATS-26,Gaia DR2 5656896924435896832,1,1,0,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.30238810,0.00000760,-0.00000760,0,19.616,2.354,-2.354,0,1.750,0.210,-0.210,0,206.58950,24.15508,-24.15508,0,0.65000,0.07600,-0.07600,0,Mass,0.245000,,,1,0,0.08790,0.00550,-0.00550,0,73.300,8.000,-8.000,0,F,6071.00,81.00,-81.00,0,2.04,0.15,-0.11,0,1.30,0.11,-0.06,0,-0.020,0.050,-0.050,0,[Fe/H],3.94,0.05,-0.05,0,09h39m42.45s,144.9268593,-28d35m08.16s,-28.5856004,861.8430000,25.2180000,-23.8470000,1.1318900,0.0327664,-0.0327664,13.0060000,0.1030000,-0.1030000,11.4350000,0.0210000,-0.0210000,12.8431000,0.0002780,-0.0002780,,,,0,0,,Transit
HATS-27 b,HATS-27,Gaia DR2 6134228079203074176,1,1,0,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.63703800,0.00001400,-0.00001400,0,16.814,2.242,-1.233,0,1.500,0.200,-0.110,0,168.44990,41.31790,-41.31790,0,0.53000,0.13000,-0.13000,0,Mass,0.581000,,,1,0,0.08950,0.00430,-0.00430,0,51.000,13.000,-13.000,0,F,6438.00,64.00,-64.00,0,1.74,0.17,-0.10,0,1.42,0.05,-0.05,0,0.090,0.040,-0.040,0,[Fe/H],4.11,0.05,-0.05,0,12h54m12.59s,193.5524603,-46d35m15.78s,-46.5877159,816.9880000,41.0720000,-37.3810000,1.1982100,0.0581844,-0.0581844,12.7820000,0.0690000,-0.0690000,11.5500000,0.0230000,-0.0230000,12.6792000,0.0002990,-0.0002990,,,,0,0,,Transit
HATS-28 b,HATS-28,Gaia DR2 6661242835829891584,1,1,0,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.18107810,0.00000390,-0.00000390,0,13.384,0.785,-0.785,0,1.194,0.070,-0.070,0,213.58176,27.65121,-27.65121,0,0.67200,0.08700,-0.08700,0,Mass,0.202000,,,1,0,0.13310,0.00290,-0.00290,0,97.000,12.000,-12.000,0,G,5498.00,84.00,-84.00,0,0.92,0.04,-0.04,0,0.93,0.04,-0.04,0,0.010,0.060,-0.060,0,[Fe/H],4.48,0.04,-0.04,0,18h57m35.94s,284.3997616,-49d08m18.65s,-49.1385126,535.3830000,7.9260000,-7.7030000,1.8394900,0.0270498,-0.0270498,13.9810000,0.0920000,-0.0920000,12.0860000,0.0290000,-0.0290000,13.7929000,0.0004620,-0.0004620,,,,0,0,,Transit
HATS-29 b,HATS-29,Gaia DR2 6638230431120193280,1,1,0,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.60587490,0.00000630,-0.00000630,0,14.022,0.684,-0.684,0,1.251,0.061,-0.061,0,207.54299,20.02329,-20.02329,0,0.65300,0.06300,-0.06300,0,Mass,0.158000,,,1,0,0.12010,0.00270,-0.00270,0,78.400,7.100,-7.100,0,G,5670.00,110.00,-110.00,0,1.07,0.04,-0.04,0,1.03,0.05,-0.05,0,0.160,0.080,-0.080,0,[Fe/H],4.39,0.03,-0.03,0,19h00m23.16s,285.0965172,-54d53m36.03s,-54.8933408,353.8910000,4.9860000,-4.8520000,2.7976900,0.0389719,-0.0389719,12.6200000,0.0570000,-0.0570000,10.8770000,0.0190000,-0.0190000,12.4594000,0.0002270,-0.0002270,,,,0,0,,Transit
HATS-3 b,HATS-3,Gaia DR2 6805886373600546176,1,1,0,Transit,2013,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.54785100,0.00000500,-0.00000500,0,15.480,0.392,-0.392,0,1.381,0.035,-0.035,0,340.38200,43.22300,-43.22300,0,1.07100,0.13600,-0.13600,0,Mass,0.000000,,,0,0,0.10110,0.00060,-0.00060,0,125.700,15.700,-15.700,0,F,6351.00,76.00,-76.00,0,1.40,0.03,-0.03,0,1.21,0.04,-0.04,0,-0.157,0.070,-0.070,0,[Fe/H],4.22,0.01,-0.01,0,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,411.2110000,7.8960000,-7.6080000,2.4042100,0.0454792,-0.0454792,12.4330000,0.0340000,-0.0340000,10.6940000,0.0210000,-0.0210000,11.8914000,0.0003160,-0.0003160,,,,0,0,,Transit
HATS-30 b,HATS-30,Gaia DR2 4906145613282734208,2,1,0,Transit,2016,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.17435160,0.00000260,-0.00000260,0,13.171,0.583,-0.583,0,1.175,0.052,-0.052,0,224.38798,12.39537,-12.39537,0,0.70600,0.03900,-0.03900,0,Mass,0.096000,,,1,0,0.11370,0.00170,-0.00170,0,91.800,4.700,-4.700,0,G,5943.00,70.00,-70.00,0,1.06,0.04,-0.04,0,1.09,0.03,-0.03,0,0.060,0.050,-0.050,0,[Fe/H],4.42,0.03,-0.03,0,00h22m28.45s,5.6185250,-59d56m33.32s,-59.9425892,342.1400000,2.9360000,-2.8880000,2.8940700,0.0246893,-0.0246893,12.2830000,0.0570000,-0.0570000,10.7930000,0.0190000,-0.0190000,12.0815000,0.0002030,-0.0002030,,,,0,0,,Transit
HATS-31 b,HATS-31,Gaia DR2 3498553232585634816,1,1,0,Transit,2016,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.37796000,0.00001200,-0.00001200,0,18.383,2.466,-2.466,0,1.640,0.220,-0.220,0,279.69040,38.13960,-38.13960,0,0.88000,0.12000,-0.12000,0,Mass,0.233000,,,1,0,0.09080,0.00490,-0.00490,0,102.000,13.000,-13.000,0,,6050.00,120.00,-120.00,0,1.87,0.18,-0.18,0,1.27,0.10,-0.10,0,0.000,0.070,-0.070,0,[Fe/H],4.00,0.07,-0.07,0,12h46m48.68s,191.7028214,-24d25m38.60s,-24.4273897,773.9740000,20.3170000,-19.3210000,1.2636900,0.0328223,-0.0328223,13.3150000,0.0920000,-0.0920000,11.5720000,0.0230000,-0.0230000,12.9613000,0.0003940,-0.0003940,,,,0,0,,Transit
HATS-32 b,HATS-32,Gaia DR2 2398227794405981568,1,1,0,Transit,2016,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.81265480,0.00000550,-0.00000550,0,14.000,1.614,-1.076,0,1.249,0.144,-0.096,0,292.40360,31.78300,-31.78300,0,0.92000,0.10000,-0.10000,0,Mass,0.471000,,,1,0,0.11710,0.00390,-0.00390,0,124.000,14.000,-14.000,0,,5700.00,110.00,-110.00,0,1.10,0.10,-0.06,0,1.10,0.04,-0.04,0,0.390,0.050,-0.050,0,[Fe/H],4.40,0.06,-0.06,0,23h04m18.02s,346.0750861,-21d16m19.26s,-21.2720168,745.1160000,17.5030000,-16.7310000,1.3134800,0.0305925,-0.0305925,14.3860000,0.1140000,-0.1140000,12.6990000,0.0330000,-0.0330000,14.2166000,0.0003370,-0.0003370,,,,0,0,,Transit
HATS-33 b,HATS-33,Gaia DR2 6640975950310072960,1,1,0,Transit,2016,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.54955510,0.00000610,-0.00000610,0,13.787,1.255,-0.908,0,1.230,0.112,-0.081,0,378.85336,16.84499,-16.84499,0,1.19200,0.05300,-0.05300,0,Mass,0.080000,,,1,0,0.12370,0.00800,-0.00800,0,170.100,6.800,-6.800,0,,5659.00,85.00,-85.00,0,1.02,0.05,-0.04,0,1.06,0.03,-0.03,0,0.290,0.050,-0.050,0,[Fe/H],4.45,0.04,-0.04,0,19h38m32.09s,294.6336944,-55d19m48.97s,-55.3302692,248.4600000,2.1640000,-2.1270000,3.9963300,0.0344916,-0.0344916,11.9100000,0.0350000,-0.0350000,10.2870000,0.0270000,-0.0270000,11.7082000,0.0003730,-0.0003730,,,,0,0,,Transit
HATS-34 b,HATS-34,Gaia DR2 4904523077718046720,1,1,0,Transit,2016,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.10616070,0.00000470,-0.00000470,0,16.029,2.130,-2.130,0,1.430,0.190,-0.190,0,299.07803,22.88376,-22.88376,0,0.94100,0.07200,-0.07200,0,Mass,0.108000,,,1,0,0.15000,0.01400,-0.01400,0,152.000,11.000,-11.000,0,,5380.00,73.00,-73.00,0,0.98,0.05,-0.05,0,0.95,0.03,-0.03,0,0.250,0.070,-0.070,0,[Fe/H],4.43,0.04,-0.04,0,00h03m05.88s,0.7744866,-62d28m09.54s,-62.4693167,508.8420000,3.8960000,-3.8960000,1.9363800,0.0149344,-0.0149344,13.8570000,0.1370000,-0.1370000,12.0950000,0.0190000,-0.0190000,13.6790000,0.0002790,-0.0002790,,,,0,0,,Transit
HATS-35 b,HATS-35,Gaia DR2 6441034841743467776,1,1,0,Transit,2016,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.82099930,0.00000160,-0.00000160,0,16.410,0.773,-0.493,0,1.464,0.069,-0.044,0,388.38826,24.79074,-24.79074,0,1.22200,0.07800,-0.07800,0,Mass,0.306000,,,1,0,0.10510,0.00120,-0.00120,0,170.000,10.000,-10.000,0,,6300.00,100.00,-100.00,0,1.43,0.06,-0.04,0,1.32,0.04,-0.04,0,0.210,0.060,-0.060,0,[Fe/H],4.24,0.02,-0.02,0,19h46m45.23s,296.6884420,-63d33m56.34s,-63.5656488,514.5550000,10.1990000,-9.8170000,1.9155600,0.0374958,-0.0374958,12.6090000,0.0570000,-0.0570000,11.1180000,0.0250000,-0.0250000,12.4605000,0.0003030,-0.0003030,,,,0,0,,Transit
HATS-36 b,HATS-36,Gaia DR2 6771542097119292928,1,1,0,Transit,2018,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..119B/abstract target=ref>Bayliss et al. 2018</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.17518600,0.00003300,-0.00003300,0,12.920,0.380,-0.380,0,1.153,0.034,-0.034,0,1022.14128,19.70546,-19.70546,0,3.21600,0.06200,-0.06200,0,Mass,0.105000,0.028000,-0.028000,0,0,0.10770,0.00100,-0.00060,0,356.900,3.600,-3.600,0,G0 V,5950.00,83.00,-83.00,0,1.10,0.03,-0.03,0,1.10,0.04,-0.04,0,0.150,0.060,-0.060,0,[Fe/H],4.40,0.03,-0.03,0,19h25m54.89s,291.4787013,-23d12m10.15s,-23.2028183,856.4360000,21.8740000,-20.8290000,1.1397300,0.0288665,-0.0288665,14.3640000,0.1490000,-0.1490000,12.8090000,0.0260000,-0.0260000,14.2330000,0.0004110,-0.0004110,14.300,,,0,0,,Transit
HATS-37 A b,HATS-37 A,Gaia DR2 6194574671813047424,2,1,0,Transit,2020,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200707135J/abstract target=ref>Jord&aacute;n et al. 2020</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.33153660,0.00000410,-0.00000410,0,6.793,0.179,-0.179,0,0.606,0.016,-0.016,0,31.46517,13.34886,-13.34886,0,0.09900,0.04200,-0.04200,0,Mass,0.000000,,,0,0,0.07070,0.00180,-0.00180,0,13.900,5.800,-5.800,0,,5326.00,44.00,-44.00,0,0.88,0.02,-0.01,0,0.84,0.02,-0.01,0,0.051,0.029,-0.029,0,[Fe/H],4.48,0.02,-0.02,0,13h19m12.44s,199.8018300,-22d59m12.64s,-22.9868431,211.8960000,2.8030000,-2.7330000,4.6916600,0.0611808,-0.0611808,12.3410000,0.1490000,-0.1490000,9.9470000,0.0210000,-0.0210000,11.9978000,0.0002340,-0.0002340,,,,0,0,,Transit
HATS-38 b,HATS-38,Gaia DR2 5472386851683941376,1,1,0,Transit,2020,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200707135J/abstract target=ref>Jord&aacute;n et al. 2020</a>,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.37502100,0.00001000,-0.00001000,0,6.882,0.191,-0.191,0,0.614,0.017,-0.017,0,23.51942,3.49613,-3.49613,0,0.07400,0.01100,-0.01100,0,Mass,0.000000,,,0,0,0.05700,0.00120,-0.00120,0,9.900,1.500,-1.500,0,,5732.00,25.00,-25.00,0,1.10,0.02,-0.02,0,0.89,0.02,-0.01,0,-0.102,0.043,-0.043,0,[Fe/H],4.30,0.01,-0.01,0,10h17m05.05s,154.2710615,-25d16m34.67s,-25.2762982,343.5250000,5.1220000,-4.9760000,2.8828300,0.0424547,-0.0424547,11.9670000,0.0300000,-0.0300000,10.7680000,0.0240000,-0.0240000,12.2781000,0.0002270,-0.0002270,,,,0,0,,Transit
